gene,n_miss,pct_miss,mean_intensity,mnar_cluster,classification,imputation_reliable,group_miss_pval
SRSF11,31,50,16.67160836528065,1,MNAR,FALSE,9.995002498750624e-4
EEF1A2,0,0,27.12678313494836,NA,Complete,TRUE,NA
CALD1,28,45.16129032258064,16.89328645343744,1,MNAR,TRUE,0.010494752623688156
COL14A1,6,9.67741935483871,24.231729451985426,0,MAR,TRUE,NA
PTPN11,8,12.903225806451612,17.875723651914306,0,MAR,TRUE,NA
PSME1,0,0,21.58802911790676,NA,Complete,TRUE,NA
CACNG1,2,3.225806451612903,17.01480860674216,0,MAR,TRUE,NA
ZNF33A,0,0,22.53106619341453,NA,Complete,TRUE,NA
PRDX1,0,0,26.624702012023235,NA,Complete,TRUE,NA
RPL18,9,14.516129032258066,20.982576875435942,0,MAR,TRUE,NA
C1QBP,0,0,23.557708231734328,NA,Complete,TRUE,NA
CKAP4,28,45.16129032258064,17.938251684126982,1,MNAR,TRUE,0.001999000499750125
DPT,26,41.935483870967744,18.01155939497832,1,MNAR,TRUE,4.997501249375312e-4
KLC1,17,27.419354838709676,16.909180206360666,1,MNAR,TRUE,4.997501249375312e-4
SRSF1,23,37.096774193548384,18.142337727959013,1,MNAR,TRUE,4.997501249375312e-4
ARHGAP1,6,9.67741935483871,17.03425971095794,0,MAR,TRUE,NA
ACTN3,8,12.903225806451612,23.77646957082148,0,MAR,TRUE,NA
PPP3CA,0,0,23.23118577780168,NA,Complete,TRUE,NA
DHX9,6,9.67741935483871,18.834300595836574,0,MAR,TRUE,NA
CRYZ,0,0,22.812220542647953,NA,Complete,TRUE,NA
SLC20A2,7,11.29032258064516,21.170261793171097,0,MAR,TRUE,NA
PUDP,5,8.064516129032258,21.16697256322771,0,MAR,TRUE,NA
CD47,1,1.6129032258064515,18.93467727723857,0,MAR,TRUE,NA
PPID,30,48.38709677419355,19.06177343674679,1,MNAR,TRUE,0.22688655672163918
AHNAK,0,0,24.85111646928934,NA,Complete,TRUE,NA
LMOD3,23,37.096774193548384,16.314323193270134,1,MNAR,TRUE,0.17491254372813594
HSPA14,29,46.774193548387096,15.565420951244201,1,MNAR,TRUE,0.02348825587206397
SCRN3,20,32.25806451612903,18.35218235626525,1,MNAR,TRUE,0.2413793103448276
NEXN,3,4.838709677419355,20.735564079769354,0,MAR,TRUE,NA
AP1B1,22,35.483870967741936,15.779109844715311,1,MNAR,TRUE,0.18840579710144928
BST2,9,14.516129032258066,18.700226787295207,0,MAR,TRUE,NA
PMPCA,25,40.32258064516129,17.637497976446323,1,MNAR,TRUE,9.995002498750624e-4
ASPH,7,11.29032258064516,18.92953351168296,0,MAR,TRUE,NA
EFEMP1,36,58.06451612903226,17.57307435884115,1,MNAR,FALSE,0.008995502248875561
STX4,32,51.61290322580645,14.954163400959084,1,MNAR,FALSE,4.997501249375312e-4
GRSF1,13,20.967741935483872,19.693079019597572,0,MAR,TRUE,NA
AIMP1,0,0,20.578862598618556,NA,Complete,TRUE,NA
ILF3,12,19.35483870967742,19.908189861017767,0,MAR,TRUE,NA
TRAP1,0,0,20.799517074164772,NA,Complete,TRUE,NA
ANK3,5,8.064516129032258,16.789694735464426,0,MAR,TRUE,NA
HSPB3,0,0,21.352778964765267,NA,Complete,TRUE,NA
ECH1,0,0,25.221965059328898,NA,Complete,TRUE,NA
STRN3,6,9.67741935483871,19.31223711453867,0,MAR,TRUE,NA
COASY,14,22.58064516129032,18.794278894029727,0,MAR,TRUE,NA
TRDN,1,1.6129032258064515,22.526187110484184,0,MAR,TRUE,NA
ACACA,0,0,24.175770942129038,NA,Complete,TRUE,NA
GPS1,0,0,21.61860775773458,NA,Complete,TRUE,NA
MTAP,7,11.29032258064516,18.2430561777455,0,MAR,TRUE,NA
PRKAA1,0,0,20.658118491658026,NA,Complete,TRUE,NA
TARDBP,5,8.064516129032258,20.165132128147864,0,MAR,TRUE,NA
PAK1,41,66.12903225806451,16.0124908181861,1,MNAR,FALSE,0.005997001499250375
AIMP2,0,0,20.202160114343457,NA,Complete,TRUE,NA
PRDX4,5,8.064516129032258,19.920303643947847,0,MAR,TRUE,NA
PAK2,0,0,19.77304010070078,NA,Complete,TRUE,NA
CBX3,26,41.935483870967744,15.867001744552331,1,MNAR,TRUE,4.997501249375312e-4
PSMD2,0,0,21.739196896913334,NA,Complete,TRUE,NA
MYBPH,9,14.516129032258066,20.638642179566013,0,MAR,TRUE,NA
SELENBP1,0,0,24.64177508638943,NA,Complete,TRUE,NA
TRIM28,9,14.516129032258066,17.5416479288987,0,MAR,TRUE,NA
G3BP1,15,24.193548387096776,16.30030782916627,1,MNAR,TRUE,0.01249375312343828
PABPC4,17,27.419354838709676,20.2724850601917,0,MAR,TRUE,NA
SGCG,0,0,22.606580470757198,NA,Complete,TRUE,NA
EIF3I,4,6.451612903225806,19.09305639238274,0,MAR,TRUE,NA
CTBP1,6,9.67741935483871,19.858111590537295,0,MAR,TRUE,NA
UBE2V1,0,0,22.349389089915793,NA,Complete,TRUE,NA
DYNC1I2,0,0,20.03510481735388,NA,Complete,TRUE,NA
ILK,0,0,20.25459912195702,NA,Complete,TRUE,NA
NNT,0,0,25.755184634978768,NA,Complete,TRUE,NA
SNTA1,0,0,21.236793228632838,NA,Complete,TRUE,NA
SNTB2,0,0,22.67992690984354,NA,Complete,TRUE,NA
SF3B2,8,12.903225806451612,21.744341300381464,0,MAR,TRUE,NA
PDAP1,0,0,21.823679433819574,NA,Complete,TRUE,NA
TMED1,14,22.58064516129032,16.36861306456433,1,MNAR,TRUE,0.031984007996002
FKBP5,5,8.064516129032258,19.24449487084081,0,MAR,TRUE,NA
PICALM,32,51.61290322580645,15.55488499754245,1,MNAR,FALSE,4.997501249375312e-4
MTM1,10,16.129032258064516,20.36707052452043,0,MAR,TRUE,NA
SQSTM1,1,1.6129032258064515,16.296550758908516,0,MAR,TRUE,NA
MTX1,1,1.6129032258064515,17.708584934269496,0,MAR,TRUE,NA
ART3,2,3.225806451612903,20.887957685202647,0,MAR,TRUE,NA
ASAH1,5,8.064516129032258,19.82071095770034,0,MAR,TRUE,NA
PIN1,11,17.741935483870968,20.788504757263873,0,MAR,TRUE,NA
CAMK2B,0,0,21.801232443756916,NA,Complete,TRUE,NA
CAMK2G,2,3.225806451612903,21.463708060780586,0,MAR,TRUE,NA
CAMK2D,0,0,24.138110775801394,NA,Complete,TRUE,NA
DCTN2,0,0,21.497109328843628,NA,Complete,TRUE,NA
NAE1,1,1.6129032258064515,17.543919664653288,0,MAR,TRUE,NA
STIM1,1,1.6129032258064515,19.87351322051917,0,MAR,TRUE,NA
CUL1,4,6.451612903225806,18.68287069239076,0,MAR,TRUE,NA
CUL2,5,8.064516129032258,18.598822133904676,0,MAR,TRUE,NA
CUL3,0,0,20.187977243361793,NA,Complete,TRUE,NA
CUL4A,0,0,18.914326800094567,NA,Complete,TRUE,NA
FHL1,0,0,30.747715278284545,NA,Complete,TRUE,NA
FHL3,0,0,24.57423134959718,NA,Complete,TRUE,NA
ITGA7,1,1.6129032258064515,17.9770138858573,0,MAR,TRUE,NA
AAMP,23,37.096774193548384,16.862232491891874,1,MNAR,TRUE,0.001999000499750125
CACNA1S,0,0,19.11382307263164,NA,Complete,TRUE,NA
MOGS,25,40.32258064516129,15.673267067893995,1,MNAR,TRUE,4.997501249375312e-4
SPTAN1,4,6.451612903225806,19.34497444421022,0,MAR,TRUE,NA
AUH,0,0,20.280120730310287,NA,Complete,TRUE,NA
DDX39B,2,3.225806451612903,20.581978178722185,0,MAR,TRUE,NA
BLMH,8,12.903225806451612,20.245978133555038,0,MAR,TRUE,NA
SNTB1,1,1.6129032258064515,19.20206704353155,0,MAR,TRUE,NA
TUBB2A,0,0,22.961003058869633,NA,Complete,TRUE,NA
IDI1,2,3.225806451612903,20.16531793820062,0,MAR,TRUE,NA
PRKG1,2,3.225806451612903,18.94794093500279,0,MAR,TRUE,NA
COX17,0,0,20.79840600187418,NA,Complete,TRUE,NA
HNRNPD,0,0,22.453188946758203,NA,Complete,TRUE,NA
SCARB2,8,12.903225806451612,18.300468377211676,0,MAR,TRUE,NA
NID2,25,40.32258064516129,18.151520790186975,1,MNAR,TRUE,0.3268365817091454
IL18,12,19.35483870967742,17.350523353545096,1,MNAR,TRUE,0.005497251374312844
DAG1,0,0,22.349409413558877,NA,Complete,TRUE,NA
EIF3A,0,0,20.70554544619263,NA,Complete,TRUE,NA
UBAP2L,26,41.935483870967744,16.788994695021778,1,MNAR,TRUE,0.17641179410294852
MLEC,0,0,20.854722683886912,NA,Complete,TRUE,NA
DPYSL3,0,0,22.328716565152945,NA,Complete,TRUE,NA
DCTN1,0,0,20.744157387120556,NA,Complete,TRUE,NA
DYNC1H1,0,0,21.33817270259567,NA,Complete,TRUE,NA
EIF2B1,18,29.03225806451613,17.811822185358633,1,MNAR,TRUE,0.0014992503748125937
EIF4A2,0,0,24.094679528428944,NA,Complete,TRUE,NA
CTTN,35,56.451612903225815,15.160553182635935,1,MNAR,FALSE,0.02448775612193903
ENDOG,0,0,20.082492185948084,NA,Complete,TRUE,NA
FLOT2,14,22.58064516129032,18.060459794891152,0,MAR,TRUE,NA
TRIM25,20,32.25806451612903,18.156747373320734,1,MNAR,TRUE,0.026486756621689155
FLNC,0,0,27.53947840575661,NA,Complete,TRUE,NA
MYBPC2,0,0,23.517076321501502,NA,Complete,TRUE,NA
GAMT,0,0,23.727205256438538,NA,Complete,TRUE,NA
CAPRIN1,22,35.483870967741936,15.610744600886784,1,MNAR,TRUE,0.18790604697651175
PRPSAP1,10,16.129032258064516,15.252174322710792,1,MNAR,TRUE,0.6506746626686657
CLINT1,15,24.193548387096776,16.279440974943547,1,MNAR,TRUE,0.296351824087956
GANAB,0,0,19.911194734852234,NA,Complete,TRUE,NA
SSPN,0,0,21.60361233456156,NA,Complete,TRUE,NA
MVP,35,56.451612903225815,17.684147595593817,1,MNAR,FALSE,0.047476261869065464
LASP1,29,46.774193548387096,17.94809554757267,1,MNAR,TRUE,0.22938530734632684
PTGR1,5,8.064516129032258,18.941824050044552,0,MAR,TRUE,NA
KPNB1,0,0,22.777568177530274,NA,Complete,TRUE,NA
NUMA1,6,9.67741935483871,20.88570313641616,0,MAR,TRUE,NA
PSME4,22,35.483870967741936,14.894688237873122,1,MNAR,TRUE,0.15892053973013492
SLMAP,0,0,22.51277970744393,NA,Complete,TRUE,NA
EMC2,5,8.064516129032258,16.314250952869664,0,MAR,TRUE,NA
PSMD6,0,0,20.719742770553164,NA,Complete,TRUE,NA
ABRAXAS2,7,11.29032258064516,16.920675493649664,0,MAR,TRUE,NA
SEPTIN2,1,1.6129032258064515,18.201225490640596,0,MAR,TRUE,NA
KARS1,0,0,21.45157898780418,NA,Complete,TRUE,NA
EIF4H,0,0,21.53859601691399,NA,Complete,TRUE,NA
EEA1,11,17.741935483870968,17.545480039152896,0,MAR,TRUE,NA
PDIA6,0,0,24.204437469605317,NA,Complete,TRUE,NA
PAFAH1B3,11,17.741935483870968,18.92332708346463,0,MAR,TRUE,NA
PLCL1,24,38.70967741935484,15.629946156839848,1,MNAR,TRUE,0.008995502248875561
PDK1,8,12.903225806451612,18.50617392772173,0,MAR,TRUE,NA
PDK2,20,32.25806451612903,18.98726586766233,1,MNAR,TRUE,0.09995002498750624
PEA15,37,59.67741935483871,18.6687024317458,1,MNAR,FALSE,4.997501249375312e-4
PGM5,0,0,21.680032922844063,NA,Complete,TRUE,NA
PLEC,0,0,23.943104877484952,NA,Complete,TRUE,NA
PPP2R5A,25,40.32258064516129,16.790832738598752,1,MNAR,TRUE,0.10294852573713144
PPA1,0,0,20.322875605231204,NA,Complete,TRUE,NA
PTGES3,0,0,21.681587397882474,NA,Complete,TRUE,NA
STK38,24,38.70967741935484,16.62813105884882,1,MNAR,TRUE,0.029985007496251874
NONO,1,1.6129032258064515,18.256363735114622,0,MAR,TRUE,NA
PTPA,20,32.25806451612903,19.93311003932152,0,MAR,TRUE,NA
RABEP1,33,53.2258064516129,16.81566592996945,1,MNAR,FALSE,0.14342828585707146
RAB35,29,46.774193548387096,15.90021511130303,1,MNAR,TRUE,0.13093453273363317
TMED2,5,8.064516129032258,19.917726155744532,0,MAR,TRUE,NA
PCBP1,0,0,23.848193792001958,NA,Complete,TRUE,NA
PCBP2,0,0,21.517983862619033,NA,Complete,TRUE,NA
ELOC,0,0,21.185691564553547,NA,Complete,TRUE,NA
ELOB,0,0,21.638965372716797,NA,Complete,TRUE,NA
UBE3C,38,61.29032258064516,16.697355825817898,1,MNAR,FALSE,0.005997001499250375
DHCR24,36,58.06451612903226,16.582740235480976,1,MNAR,FALSE,9.995002498750624e-4
RSU1,1,1.6129032258064515,20.633205789948033,0,MAR,TRUE,NA
PPP1R7,0,0,19.814406508236896,NA,Complete,TRUE,NA
SEC23A,1,1.6129032258064515,18.562367544875347,0,MAR,TRUE,NA
MAPRE2,0,0,21.28502251245862,NA,Complete,TRUE,NA
TGFBI,27,43.54838709677419,15.338253503356242,1,MNAR,TRUE,0.01699150424787606
TSN,2,3.225806451612903,21.490856542875747,0,MAR,TRUE,NA
SF1,18,29.03225806451613,14.758913355338215,1,MNAR,TRUE,0.01249375312343828
TRIP10,1,1.6129032258064515,19.518697816281705,0,MAR,TRUE,NA
MAPRE1,13,20.967741935483872,18.339308199592494,0,MAR,TRUE,NA
TSC22D1,43,69.35483870967742,15.006799107616745,1,MNAR,FALSE,4.997501249375312e-4
ELAVL1,38,61.29032258064516,16.794019873151708,1,MNAR,FALSE,0.008995502248875561
MYLK,3,4.838709677419355,22.978966206350428,0,MAR,TRUE,NA
SPEG,2,3.225806451612903,18.75714412239856,0,MAR,TRUE,NA
TBCE,20,32.25806451612903,15.024165887596382,1,MNAR,TRUE,9.995002498750624e-4
UBE2V2,0,0,23.55274971698111,NA,Complete,TRUE,NA
NEDD8,0,0,22.340361169640502,NA,Complete,TRUE,NA
ADIRF,42,67.74193548387096,19.303999882666933,1,MNAR,FALSE,4.997501249375312e-4
ADIPOQ,5,8.064516129032258,21.64369921537727,0,MAR,TRUE,NA
RAB11B,0,0,22.61368823149873,NA,Complete,TRUE,NA
ZYX,0,0,18.61834371875251,NA,Complete,TRUE,NA
HSPB2,0,0,24.880433261212126,NA,Complete,TRUE,NA
ETFDH,0,0,25.02640430878954,NA,Complete,TRUE,NA
SEPTIN7,1,1.6129032258064515,17.87201146907055,0,MAR,TRUE,NA
ADRM1,2,3.225806451612903,18.05571719502511,0,MAR,TRUE,NA
DDB1,0,0,24.14179593643377,NA,Complete,TRUE,NA
CDC37,1,1.6129032258064515,21.210720727902146,0,MAR,TRUE,NA
DPYSL2,0,0,21.581247780059712,NA,Complete,TRUE,NA
SYPL1,0,0,20.852259575690873,NA,Complete,TRUE,NA
RBBP7,26,41.935483870967744,17.564727743549298,1,MNAR,TRUE,4.997501249375312e-4
SGCB,0,0,21.015431040364806,NA,Complete,TRUE,NA
SGCA,0,0,21.404737883706712,NA,Complete,TRUE,NA
FXN,1,1.6129032258064515,20.337721525916326,0,MAR,TRUE,NA
FSCN1,10,16.129032258064516,17.584948387217544,0,MAR,TRUE,NA
DECR1,0,0,25.093549385896065,NA,Complete,TRUE,NA
NDUFA5,0,0,23.92407352871616,NA,Complete,TRUE,NA
CLPP,19,30.64516129032258,17.786087411222116,1,MNAR,TRUE,0.04147926036981509
TST,0,0,21.905272642197016,NA,Complete,TRUE,NA
KYAT1,11,17.741935483870968,17.82390608368688,0,MAR,TRUE,NA
GUK1,30,48.38709677419355,15.098182091068175,1,MNAR,TRUE,4.997501249375312e-4
HAGH,0,0,24.61488125974745,NA,Complete,TRUE,NA
NDUFA9,0,0,24.34626221369228,NA,Complete,TRUE,NA
PHKG1,0,0,23.263434719030144,NA,Complete,TRUE,NA
PPP1R3A,0,0,20.65374611602731,NA,Complete,TRUE,NA
HADH,0,0,25.388388761997785,NA,Complete,TRUE,NA
UGP2,0,0,26.154519086588003,NA,Complete,TRUE,NA
TXNRD1,0,0,20.754646468682544,NA,Complete,TRUE,NA
IMMT,0,0,24.53192157802043,NA,Complete,TRUE,NA
IAH1,2,3.225806451612903,18.967899870887745,0,MAR,TRUE,NA
KLHL40,0,0,23.13419994017541,NA,Complete,TRUE,NA
TKFC,21,33.87096774193548,16.683804500980298,1,MNAR,TRUE,4.997501249375312e-4
TIMM50,1,1.6129032258064515,19.466302885469688,0,MAR,TRUE,NA
NADK2,12,19.35483870967742,17.08391817194885,1,MNAR,TRUE,0.006496751624187906
FAM98B,5,8.064516129032258,18.28941841000213,0,MAR,TRUE,NA
HIKESHI,4,6.451612903225806,20.54772448565674,0,MAR,TRUE,NA
PDLIM3,0,0,27.38077596129241,NA,Complete,TRUE,NA
HSD17B12,6,9.67741935483871,19.816210509076264,0,MAR,TRUE,NA
AGK,28,45.16129032258064,17.372978258809574,1,MNAR,TRUE,0.10644677661169415
LACTB2,12,19.35483870967742,17.66907376170569,0,MAR,TRUE,NA
DCAF6,0,0,18.73999597167269,NA,Complete,TRUE,NA
CAVIN4,1,1.6129032258064515,22.69750837048987,0,MAR,TRUE,NA
FLG2,14,22.58064516129032,17.346515411047786,1,MNAR,TRUE,0.4687656171914043
RABL3,12,19.35483870967742,15.87463207926229,1,MNAR,TRUE,0.32983508245877063
COQ5,0,0,21.42142328620534,NA,Complete,TRUE,NA
NOMO2,13,20.967741935483872,20.769972364210346,0,MAR,TRUE,NA
PITRM1,16,25.806451612903224,21.96670402499957,0,MAR,TRUE,NA
WDR44,26,41.935483870967744,16.154355548941425,1,MNAR,TRUE,4.997501249375312e-4
COA6,0,0,20.12391596552572,NA,Complete,TRUE,NA
TOR1AIP1,26,41.935483870967744,19.074407582985547,1,MNAR,TRUE,0.02848575712143928
GNAS,0,0,19.641738540321118,NA,Complete,TRUE,NA
TTC38,33,53.2258064516129,16.385106478248932,1,MNAR,FALSE,4.997501249375312e-4
C6orf136,18,29.03225806451613,18.764164951592594,1,MNAR,TRUE,0.4107946026986507
HP1BP3,19,30.64516129032258,22.890646344096705,0,MAR,TRUE,NA
IBA57,11,17.741935483870968,21.140604932244813,0,MAR,TRUE,NA
UBR4,15,24.193548387096776,16.46083467912253,1,MNAR,TRUE,4.997501249375312e-4
DCAF8,3,4.838709677419355,16.59327301797295,0,MAR,TRUE,NA
DDI2,0,0,24.471855990818643,NA,Complete,TRUE,NA
MICOS10,23,37.096774193548384,18.770531335050958,1,MNAR,TRUE,0.912543728135932
LYRM7,2,3.225806451612903,19.6967978904507,0,MAR,TRUE,NA
OBSCN,0,0,23.722961641685682,NA,Complete,TRUE,NA
MYOM3,0,0,23.336428517582217,NA,Complete,TRUE,NA
PDE4DIP,0,0,25.39749057201395,NA,Complete,TRUE,NA
BROX,18,29.03225806451613,17.743284284111596,1,MNAR,TRUE,4.997501249375312e-4
LYPLAL1,39,62.903225806451616,17.887084221573897,1,MNAR,FALSE,0.0024987506246876563
SYPL2,0,0,24.993858131878046,NA,Complete,TRUE,NA
ECPAS,0,0,20.905484089176433,NA,Complete,TRUE,NA
MICOS13,2,3.225806451612903,22.19102206815427,0,MAR,TRUE,NA
RNF123,2,3.225806451612903,19.599699375550077,0,MAR,TRUE,NA
TMEM198,0,0,25.6677630036708,NA,Complete,TRUE,NA
CRYBG3,16,25.806451612903224,23.26864374583118,0,MAR,TRUE,NA
NXN,4,6.451612903225806,17.446865609931535,0,MAR,TRUE,NA
PTRHD1,1,1.6129032258064515,20.72047051641312,0,MAR,TRUE,NA
ABLIM2,22,35.483870967741936,14.449687546239522,1,MNAR,TRUE,0.2688655672163918
LAMTOR1,18,29.03225806451613,15.760006372570182,1,MNAR,TRUE,0.0024987506246876563
DHRS7B,0,0,20.63897884248644,NA,Complete,TRUE,NA
TWF2,1,1.6129032258064515,19.784358768675194,0,MAR,TRUE,NA
ETFRF1,21,33.87096774193548,18.23854066090553,1,MNAR,TRUE,0.6071964017991005
RAB12,6,9.67741935483871,17.856225542455988,0,MAR,TRUE,NA
DENND5A,14,22.58064516129032,22.33736004839272,0,MAR,TRUE,NA
RCSD1,0,0,19.650387964845052,NA,Complete,TRUE,NA
SLC25A24,2,3.225806451612903,19.0451434977914,0,MAR,TRUE,NA
HIBCH,0,0,24.210221445607846,NA,Complete,TRUE,NA
CAVIN1,0,0,24.242949628515866,NA,Complete,TRUE,NA
MRPL54,41,66.12903225806451,16.93785616068078,1,MNAR,FALSE,0.017491254372813594
LPCAT3,18,29.03225806451613,19.287228507671376,0,MAR,TRUE,NA
TATDN1,10,16.129032258064516,18.79199108361462,0,MAR,TRUE,NA
SFXN4,20,32.25806451612903,18.48157857589266,1,MNAR,TRUE,4.997501249375312e-4
FAHD1,7,11.29032258064516,20.00711011326313,0,MAR,TRUE,NA
LMOD2,12,19.35483870967742,20.55532641964426,0,MAR,TRUE,NA
SLC27A1,32,51.61290322580645,15.848394609881275,1,MNAR,FALSE,0.01649175412293853
CCDC137,2,3.225806451612903,21.205094795235166,0,MAR,TRUE,NA
CORO6,6,9.67741935483871,19.859108527196266,0,MAR,TRUE,NA
TMEM205,0,0,22.437845190082907,NA,Complete,TRUE,NA
DHRS11,21,33.87096774193548,18.277256709803886,1,MNAR,TRUE,4.997501249375312e-4
APOOL,0,0,22.15170206427645,NA,Complete,TRUE,NA
NAPRT,14,22.58064516129032,19.115695917906073,0,MAR,TRUE,NA
HSDL2,0,0,23.84659769513774,NA,Complete,TRUE,NA
KYAT3,22,35.483870967741936,17.239351802055346,1,MNAR,TRUE,0.026486756621689155
TRIM72,0,0,26.4934762670079,NA,Complete,TRUE,NA
UBN2,0,0,24.686634487428925,NA,Complete,TRUE,NA
TOM1L2,7,11.29032258064516,17.23188830506626,0,MAR,TRUE,NA
XIRP1,0,0,22.96581390286981,NA,Complete,TRUE,NA
VPS13C,19,30.64516129032258,17.95747019187273,1,MNAR,TRUE,0.004997501249375313
UBE2R2,11,17.741935483870968,18.02136862521377,0,MAR,TRUE,NA
SND1,6,9.67741935483871,22.79178595582839,0,MAR,TRUE,NA
TRMT10C,10,16.129032258064516,19.268564446852967,0,MAR,TRUE,NA
BZW1,3,4.838709677419355,20.379680571713248,0,MAR,TRUE,NA
EIF3M,13,20.967741935483872,19.15249067195932,0,MAR,TRUE,NA
COPS6,0,0,21.532727873947135,NA,Complete,TRUE,NA
CHMP1B,2,3.225806451612903,18.727224757952737,0,MAR,TRUE,NA
RRM2B,39,62.903225806451616,16.296261979948206,1,MNAR,FALSE,4.997501249375312e-4
ERMP1,33,53.2258064516129,14.453727162624691,1,MNAR,FALSE,4.997501249375312e-4
MRPL21,33,53.2258064516129,17.073077338693157,1,MNAR,FALSE,0.04447776111944028
DGLUCY,3,4.838709677419355,22.312873839397955,0,MAR,TRUE,NA
MYH14,4,6.451612903225806,21.59727964449931,0,MAR,TRUE,NA
SZRD1,6,9.67741935483871,17.218585381280132,0,MAR,TRUE,NA
MAVS,0,0,19.748645171505473,NA,Complete,TRUE,NA
COMMD6,36,58.06451612903226,15.04832345421879,1,MNAR,FALSE,0.0014992503748125937
HDDC2,14,22.58064516129032,18.090989093292446,0,MAR,TRUE,NA
HDGFL2,25,40.32258064516129,16.20443390973021,1,MNAR,TRUE,4.997501249375312e-4
DCXR,0,0,22.55341097839805,NA,Complete,TRUE,NA
SPRED2,0,0,23.146015321434906,NA,Complete,TRUE,NA
HUWE1,0,0,22.560807717860392,NA,Complete,TRUE,NA
GLRX5,17,27.419354838709676,21.40539152436853,0,MAR,TRUE,NA
MYPN,2,3.225806451612903,20.23210583432639,0,MAR,TRUE,NA
SRL,0,0,25.302625324893548,NA,Complete,TRUE,NA
PRUNE1,33,53.2258064516129,17.11210214762704,1,MNAR,FALSE,4.997501249375312e-4
ACOT1,14,22.58064516129032,16.916850948472128,1,MNAR,TRUE,0.15442278860569716
ISCA2,10,16.129032258064516,20.265798536145443,0,MAR,TRUE,NA
MTDH,7,11.29032258064516,19.295748342163176,0,MAR,TRUE,NA
KTN1,11,17.741935483870968,17.024489535411572,1,MNAR,TRUE,0.02798600699650175
NLRX1,5,8.064516129032258,18.449928771854612,0,MAR,TRUE,NA
ALYREF,19,30.64516129032258,17.557874565401935,1,MNAR,TRUE,0.5102448775612194
MDP1,17,27.419354838709676,17.06659585476433,1,MNAR,TRUE,4.997501249375312e-4
SLC25A42,44,70.96774193548387,17.011536852390954,1,MNAR,FALSE,4.997501249375312e-4
NRAP,0,0,21.547508711431696,NA,Complete,TRUE,NA
VPS36,20,32.25806451612903,16.701145795760695,1,MNAR,TRUE,0.001999000499750125
CAND1,0,0,20.962369524265778,NA,Complete,TRUE,NA
COMMD7,28,45.16129032258064,15.649648967527853,1,MNAR,TRUE,4.997501249375312e-4
LDHD,18,29.03225806451613,19.08878013769813,0,MAR,TRUE,NA
CARM1,14,22.58064516129032,17.89504506351864,0,MAR,TRUE,NA
NIT1,2,3.225806451612903,19.16513035423737,0,MAR,TRUE,NA
NDUFA11,0,0,22.496555425994387,NA,Complete,TRUE,NA
ECHDC2,5,8.064516129032258,18.28836174654158,0,MAR,TRUE,NA
PHYKPL,22,35.483870967741936,16.450548335154796,1,MNAR,TRUE,0.025987006496751622
MUSTN1,0,0,22.49274853428965,NA,Complete,TRUE,NA
NAXD,0,0,22.118781916531415,NA,Complete,TRUE,NA
MFN1,28,45.16129032258064,21.13304697264537,1,MNAR,TRUE,0.13493253373313344
SLC44A2,7,11.29032258064516,19.844085809917587,0,MAR,TRUE,NA
HSCB,36,58.06451612903226,14.957044555363403,1,MNAR,FALSE,0.009495252373813094
ADHFE1,3,4.838709677419355,21.11857315331223,0,MAR,TRUE,NA
UNC45B,0,0,22.53712350346224,NA,Complete,TRUE,NA
MSRB3,35,56.451612903225815,16.973102696292734,1,MNAR,FALSE,4.997501249375312e-4
KLHDC8B,15,24.193548387096776,21.523615159282045,0,MAR,TRUE,NA
SUPV3L1,26,41.935483870967744,16.223148154804754,1,MNAR,TRUE,4.997501249375312e-4
THNSL1,32,51.61290322580645,15.107552079959971,1,MNAR,FALSE,4.997501249375312e-4
PM20D2,9,14.516129032258066,18.999234405155256,0,MAR,TRUE,NA
MICU2,18,29.03225806451613,17.334826670433177,1,MNAR,TRUE,4.997501249375312e-4
ELMOD2,37,59.67741935483871,14.256270743506255,1,MNAR,FALSE,4.997501249375312e-4
ALDH16A1,36,58.06451612903226,17.829360997173694,1,MNAR,FALSE,9.995002498750624e-4
FAM185A,30,48.38709677419355,15.175238239159464,1,MNAR,TRUE,4.997501249375312e-4
ADSS1,0,0,25.11791945443434,NA,Complete,TRUE,NA
NDUFAF2,16,25.806451612903224,16.99694597255501,1,MNAR,TRUE,4.997501249375312e-4
LRRC47,0,0,22.21030135848507,NA,Complete,TRUE,NA
GPD1L,0,0,25.860327269315828,NA,Complete,TRUE,NA
EHBP1L1,4,6.451612903225806,19.86582490600877,0,MAR,TRUE,NA
CMYA5,0,0,25.2824049339941,NA,Complete,TRUE,NA
TXLNB,0,0,21.22109879609662,NA,Complete,TRUE,NA
SYNPO,5,8.064516129032258,19.298451694639038,0,MAR,TRUE,NA
TOMM5,23,37.096774193548384,18.859175195053737,1,MNAR,TRUE,0.10194902548725637
CHCHD4,21,33.87096774193548,17.255578536950985,1,MNAR,TRUE,0.02048975512243878
CBR4,1,1.6129032258064515,20.594486513038486,0,MAR,TRUE,NA
MMGT1,18,29.03225806451613,15.626422251236507,1,MNAR,TRUE,0.0079960019990005
SMIM20,4,6.451612903225806,19.484978720417256,0,MAR,TRUE,NA
CISD2,31,50,17.923203687854457,1,MNAR,FALSE,0.02148925537231384
ATPAF2,20,32.25806451612903,17.627679135776344,1,MNAR,TRUE,9.995002498750624e-4
JAGN1,20,32.25806451612903,22.141993460189344,0,MAR,TRUE,NA
