uniprot_id,protein,gene,description
Q9Y5U8,MPC1_HUMAN,MPC1,Mitochondrial pyruvate carrier 1
O95563,MPC2_HUMAN,MPC2,Mitochondrial pyruvate carrier 2
P34949,MPI_HUMAN,MPI,Mannose-6-phosphate isomerase
Q00013,EM55_HUMAN,MPP1,55 kDa erythrocyte membrane protein
P25325,THTM_HUMAN,MPST,3-mercaptopyruvate sulfurtransferase
Q9BV20,MTNA_HUMAN,MRI1,Methylthioribose-1-phosphate isomerase
Q9BYD6,RM01_HUMAN,MRPL1,"39S ribosomal protein L1, mitochondrial"
Q9Y3B7,RM11_HUMAN,MRPL11,"39S ribosomal protein L11, mitochondrial"
P52815,RM12_HUMAN,MRPL12,"39S ribosomal protein L12, mitochondrial"
Q9BYD1,RM13_HUMAN,MRPL13,"39S ribosomal protein L13, mitochondrial"
P49406,RM19_HUMAN,MRPL19,"39S ribosomal protein L19, mitochondrial"
Q7Z2W9,RM21_HUMAN,MRPL21,"39S ribosomal protein L21, mitochondrial"
Q9NWU5,RM22_HUMAN,MRPL22,"39S ribosomal protein L22, mitochondrial"
Q9P0J6,RM36_HUMAN,MRPL36,"39S ribosomal protein L36, mitochondrial"
Q9BZE1,RM37_HUMAN,MRPL37,"39S ribosomal protein L37, mitochondrial"
Q96DV4,RM38_HUMAN,MRPL38,"39S ribosomal protein L38, mitochondrial"
Q9BYD3,RM04_HUMAN,MRPL4,"39S ribosomal protein L4, mitochondrial"
Q9NQ50,RM40_HUMAN,MRPL40,"39S ribosomal protein L40, mitochondrial"
Q9H2W6,RM46_HUMAN,MRPL46,"39S ribosomal protein L46, mitochondrial"
Q9HD33,RM47_HUMAN,MRPL47,"39S ribosomal protein L47, mitochondrial"
Q8N5N7,RM50_HUMAN,MRPL50,"39S ribosomal protein L50, mitochondrial"
Q96EL3,RM53_HUMAN,MRPL53,"39S ribosomal protein L53, mitochondrial"
Q6P161,RM54_HUMAN,MRPL54,"39S ribosomal protein L54, mitochondrial"
Q9BYD2,RM09_HUMAN,MRPL9,"39S ribosomal protein L9, mitochondrial"
P82914,RT15_HUMAN,MRPS15,"28S ribosomal protein S15, mitochondrial"
Q9NVS2,RT18A_HUMAN,MRPS18A,"39S ribosomal protein S18a, mitochondrial"
Q9Y676,RT18B_HUMAN,MRPS18B,"28S ribosomal protein S18b, mitochondrial"
P82921,RT21_HUMAN,MRPS21,"28S ribosomal protein S21, mitochondrial"
P82663,RT25_HUMAN,MRPS25,"28S ribosomal protein S25, mitochondrial"
Q9Y2Q9,RT28_HUMAN,MRPS35,"28S ribosomal protein S35, mitochondrial"
P82909,RT36_HUMAN,MRPS36,"28S ribosomal protein S36, mitochondrial"
P82675,RT05_HUMAN,MRPS5,"28S ribosomal protein S5, mitochondrial"
Q96E11,RRFM_HUMAN,MRRF,"Ribosome-recycling factor, mitochondrial"
Q96DH6,MSI2H_HUMAN,MSI2,RNA-binding protein Musashi homolog 2
P26038,MOES_HUMAN,MSN,Moesin
Q9Y3D2,MSRB2_HUMAN,MSRB2,"Methionine-R-sulfoxide reductase B2, mitochondrial"
Q8IXL7,MSRB3_HUMAN,MSRB3,Methionine-R-sulfoxide reductase B3
P00846,ATP6_HUMAN,MT-ATP6,ATP synthase subunit a
P03928,ATP8_HUMAN,MT-ATP8,ATP synthase protein 8
P00395,COX1_HUMAN,MT-CO1,Cytochrome c oxidase subunit 1
P00403,COX2_HUMAN,MT-CO2,Cytochrome c oxidase subunit 2
P00414,COX3_HUMAN,MT-CO3,Cytochrome c oxidase subunit 3
P03886,NU1M_HUMAN,MT-ND1,NADH-ubiquinone oxidoreductase chain 1
P03891,NU2M_HUMAN,MT-ND2,NADH-ubiquinone oxidoreductase chain 2
P03897,NU3M_HUMAN,MT-ND3,NADH-ubiquinone oxidoreductase chain 3
P03905,NU4M_HUMAN,MT-ND4,NADH-ubiquinone oxidoreductase chain 4
P03915,NU5M_HUMAN,MT-ND5,NADH-ubiquinone oxidoreductase chain 5
P02795,MT2_HUMAN,MT2A,Metallothionein-2
Q13126,MTAP_HUMAN,MTAP,S-methyl-5'-thioadenosine phosphorylase
Q969Z3,MARC2_HUMAN,MTARC2,Mitochondrial amidoxime reducing component 2
Q9Y6C9,MTCH2_HUMAN,MTCH2,Mitochondrial carrier homolog 2
Q86UE4,LYRIC_HUMAN,MTDH,Protein LYRIC
P11586,C1TC_HUMAN,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic"
P46199,IF2M_HUMAN,MTIF2,"Translation initiation factor IF-2, mitochondrial"
Q13496,MTM1_HUMAN,MTM1,Myotubularin
P58546,MTPN_HUMAN,MTPN,Myotrophin
Q13505,MTX1_HUMAN,MTX1,Metaxin-1
O75431,MTX2_HUMAN,MTX2,Metaxin-2
Q8IVN3,MSTN1_HUMAN,MUSTN1,Musculoskeletal embryonic nuclear protein 1
Q14764,MVP_HUMAN,MVP,Major vault protein
P84157,MXRA7_HUMAN,MXRA7,Matrix-remodeling-associated protein 7
Q00872,MYPC1_HUMAN,MYBPC1,"Myosin-binding protein C, slow-type"
Q14324,MYPC2_HUMAN,MYBPC2,"Myosin-binding protein C, fast-type"
Q13203,MYBPH_HUMAN,MYBPH,Myosin-binding protein H
Q99417,MYCBP_HUMAN,MYCBP,c-Myc-binding protein
P12882,MYH1_HUMAN,MYH1,Myosin-1
P35749,MYH11_HUMAN,MYH11,Myosin-11
Q9UKX3,MYH13_HUMAN,MYH13,Myosin-13
Q7Z406,MYH14_HUMAN,MYH14,Myosin-14
Q9UKX2,MYH2_HUMAN,MYH2,Myosin-2
P11055,MYH3_HUMAN,MYH3,Myosin-3
Q9Y623,MYH4_HUMAN,MYH4,Myosin-4
P12883,MYH7_HUMAN,MYH7,Myosin-7
P13535,MYH8_HUMAN,MYH8,Myosin-8
P35579,MYH9_HUMAN,MYH9,Myosin-9
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform"
O14950,ML12B_HUMAN,MYL12B,Myosin regulatory light chain 12B
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
P08590,MYL3_HUMAN,MYL3,Myosin light chain 3
P60660,MYL6_HUMAN,MYL6,Myosin light polypeptide 6
P14649,MYL6B_HUMAN,MYL6B,Myosin light chain 6B
P24844,MYL9_HUMAN,MYL9,Myosin regulatory light polypeptide 9
Q15746,MYLK_HUMAN,MYLK,"Myosin light chain kinase, smooth muscle"
Q9H1R3,MYLK2_HUMAN,MYLK2,"Myosin light chain kinase 2, skeletal/cardiac muscle"
Q92614,MY18A_HUMAN,MYO18A,Unconventional myosin-XVIIIa
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic
Q9UM54,MYO6_HUMAN,MYO6,Unconventional myosin-VI
Q9NZM1,MYOF_HUMAN,MYOF,Myoferlin
P52179,MYOM1_HUMAN,MYOM1,Myomesin-1
P54296,MYOM2_HUMAN,MYOM2,Myomesin-2
Q5VTT5,MYOM3_HUMAN,MYOM3,Myomesin-3
Q9UBF9,MYOTI_HUMAN,MYOT,Myotilin
Q9NP98,MYOZ1_HUMAN,MYOZ1,Myozenin-1
Q9NPC6,MYOZ2_HUMAN,MYOZ2,Myozenin-2
Q8TDC0,MYOZ3_HUMAN,MYOZ3,Myozenin-3
Q86TC9,MYPN_HUMAN,MYPN,Myopalladin
P41227,NAA10_HUMAN,NAA10,N-alpha-acetyltransferase 10
Q9BXJ9,NAA15_HUMAN,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit"
Q9GZZ1,NAA50_HUMAN,NAA50,N-alpha-acetyltransferase 50
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
Q4G0N4,NAKD2_HUMAN,NADK2,"NAD kinase 2, mitochondrial"
Q13564,ULA1_HUMAN,NAE1,NEDD8-activating enzyme E1 regulatory subunit
Q9UJ70,NAGK_HUMAN,NAGK,N-acetyl-D-glucosamine kinase
P43490,NAMPT_HUMAN,NAMPT,Nicotinamide phosphoribosyltransferase
P55209,NP1L1_HUMAN,NAP1L1,Nucleosome assembly protein 1-like 1
Q99733,NP1L4_HUMAN,NAP1L4,Nucleosome assembly protein 1-like 4
P54920,SNAA_HUMAN,NAPA,Alpha-soluble NSF attachment protein
Q6XQN6,PNCB_HUMAN,NAPRT,Nicotinate phosphoribosyltransferase
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic"
Q8IW45,NNRD_HUMAN,NAXD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase
Q8NCW5,NNRE_HUMAN,NAXE,NAD(P)H-hydrate epimerase
P19338,NUCL_HUMAN,NCL,Nucleolin
Q9UN36,NDRG2_HUMAN,NDRG2,Protein NDRG2
O15239,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
O95299,NDUAA_HUMAN,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
Q86Y39,NDUAB_HUMAN,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
Q9UI09,NDUAC_HUMAN,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
Q9P0J0,NDUAD_HUMAN,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
O95167,NDUA3_HUMAN,NDUFA3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4
Q16718,NDUA5_HUMAN,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
P56556,NDUA6_HUMAN,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
O95182,NDUA7_HUMAN,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
P51970,NDUA8_HUMAN,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
Q16795,NDUA9_HUMAN,NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
O14561,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial"
Q8N183,NDUF2_HUMAN,NDUFAF2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
Q9P032,NDUF4_HUMAN,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
O75438,NDUB1_HUMAN,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
O96000,NDUBA_HUMAN,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
Q9NX14,NDUBB_HUMAN,NDUFB11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"
O43676,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
O95168,NDUB4_HUMAN,NDUFB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
O43674,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
O95139,NDUB6_HUMAN,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
P17568,NDUB7_HUMAN,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
O95169,NDUB8_HUMAN,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
Q9Y6M9,NDUB9_HUMAN,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
O95298,NDUC2_HUMAN,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2
P28331,NDUS1_HUMAN,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
O75306,NDUS2_HUMAN,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
O75489,NDUS3_HUMAN,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
O75380,NDUS6_HUMAN,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
O75251,NDUS7_HUMAN,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
P49821,NDUV1_HUMAN,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
P19404,NDUV2_HUMAN,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
P56181,NDUV3_HUMAN,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
P20929,NEBU_HUMAN,NEB,Nebulin
Q15223,NECT1_HUMAN,NECTIN1,Nectin-1
Q15843,NEDD8_HUMAN,NEDD8,NEDD8
Q8TDX7,NEK7_HUMAN,NEK7,Serine/threonine-protein kinase Nek7
Q8TD19,NEK9_HUMAN,NEK9,Serine/threonine-protein kinase Nek9
P48681,NEST_HUMAN,NES,Nestin
Q0ZGT2,NEXN_HUMAN,NEXN,Nexilin
P08651,NFIC_HUMAN,NFIC,Nuclear factor 1 C-type
Q9Y697,NFS1_HUMAN,NFS1,"Cysteine desulfurase, mitochondrial"
Q9UMS0,NFU1_HUMAN,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
Q96IV0,NGLY1_HUMAN,NGLY1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
Q8NBF2,NHLC2_HUMAN,NHLRC2,NHL repeat-containing protein 2
Q9BZQ8,NIBA1_HUMAN,NIBAN1,Protein Niban 1
P14543,NID1_HUMAN,NID1,Nidogen-1
Q14112,NID2_HUMAN,NID2,Nidogen-2
Q9GZT8,NIF3L_HUMAN,NIF3L1,NIF3-like protein 1
Q9BPW8,NIPS1_HUMAN,NIPSNAP1,Protein NipSnap homolog 1
O75323,NIPS2_HUMAN,NIPSNAP2,Protein NipSnap homolog 2
Q9UFN0,NPS3A_HUMAN,NIPSNAP3A,Protein NipSnap homolog 3A
Q9BS92,NPS3B_HUMAN,NIPSNAP3B,Protein NipSnap homolog 3B
Q86X76,NIT1_HUMAN,NIT1,Deaminated glutathione amidase
Q9NQR4,NIT2_HUMAN,NIT2,Omega-amidase NIT2
Q9BYT8,NEUL_HUMAN,NLN,"Neurolysin, mitochondrial"
Q86UT6,NLRX1_HUMAN,NLRX1,NLR family member X1
P15531,NDKA_HUMAN,NME1,Nucleoside diphosphate kinase A
P22392,NDKB_HUMAN,NME2,Nucleoside diphosphate kinase B
P30419,NMT1_HUMAN,NMT1,Glycylpeptide N-tetradecanoyltransferase 1
Q13423,NNTM_HUMAN,NNT,"NAD(P) transhydrogenase, mitochondrial"
O60936,NOL3_HUMAN,NOL3,Nucleolar protein 3
Q5JPE7,NOMO2_HUMAN,NOMO2,Nodal modulator 2
Q15233,NONO_HUMAN,NONO,Non-POU domain-containing octamer-binding protein
P61916,NPC2_HUMAN,NPC2,NPC intracellular cholesterol transporter 2
Q8NDH3,PEPL1_HUMAN,NPEPL1,Probable aminopeptidase NPEPL1
P55786,PSA_HUMAN,NPEPPS,Puromycin-sensitive aminopeptidase
Q8TAT6,NPL4_HUMAN,NPLOC4,Nuclear protein localization protein 4 homolog
P06748,NPM_HUMAN,NPM1,Nucleophosmin
P16083,NQO2_HUMAN,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone]
Q86VF7,NRAP_HUMAN,NRAP,Nebulin-related-anchoring protein
P46459,NSF_HUMAN,NSF,Vesicle-fusing ATPase
Q9UNZ2,NSF1C_HUMAN,NSFL1C,NSFL1 cofactor p47
Q8TCD5,NT5C_HUMAN,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type"
Q9BXI3,5NT1A_HUMAN,NT5C1A,Cytosolic 5'-nucleotidase 1A
Q9H0P0,5NT3A_HUMAN,NT5C3A,Cytosolic 5'-nucleotidase 3A
Q9BV86,NTM1A_HUMAN,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
Q9BSD7,NTPCR_HUMAN,NTPCR,Cancer-related nucleoside-triphosphatase
P53384,NUBP1_HUMAN,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1
Q8TB37,NUBPL_HUMAN,NUBPL,Iron-sulfur protein NUBPL
Q9H1E3,NUCKS_HUMAN,NUCKS1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1
Q9Y266,NUDC_HUMAN,NUDC,Nuclear migration protein nudC
Q8WVJ2,NUDC2_HUMAN,NUDCD2,NudC domain-containing protein 2
Q96DE0,NUD16_HUMAN,NUDT16,U8 snoRNA-decapping enzyme
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19
P50583,AP4A_HUMAN,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]
O95989,NUDT3_HUMAN,NUDT3,Diphosphoinositol polyphosphate phosphohydrolase 1
Q9BW91,NUDT9_HUMAN,NUDT9,"ADP-ribose pyrophosphatase, mitochondrial"
Q14980,NUMA1_HUMAN,NUMA1,Nuclear mitotic apparatus protein 1
Q8WUM0,NU133_HUMAN,NUP133,Nuclear pore complex protein Nup133
P61970,NTF2_HUMAN,NUTF2,Nuclear transport factor 2
Q6DKJ4,NXN_HUMAN,NXN,Nucleoredoxin
Q5VST9,OBSCN_HUMAN,OBSCN,Obscurin
Q9NX40,OCAD1_HUMAN,OCIAD1,OCIA domain-containing protein 1
Q02218,ODO1_HUMAN,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial"
Q9NTK5,OLA1_HUMAN,OLA1,Obg-like ATPase 1
O60313,OPA1_HUMAN,OPA1,"Dynamin-like 120 kDa protein, mitochondrial"
Q9H6K4,OPA3_HUMAN,OPA3,Optic atrophy 3 protein
O14841,OPLA_HUMAN,OPLAH,5-oxoprolinase
Q96CV9,OPTN_HUMAN,OPTN,Optineurin
P22059,OSBP1_HUMAN,OSBP,Oxysterol-binding protein 1
Q9BXB4,OSB11_HUMAN,OSBPL11,Oxysterol-binding protein-related protein 11
Q9BXW6,OSBL1_HUMAN,OSBPL1A,Oxysterol-binding protein-related protein 1
Q9NPF4,OSGEP_HUMAN,OSGEP,Probable tRNA N6-adenosine threonylcarbamoyltransferase
Q9NRP0,OSTC_HUMAN,OSTC,Oligosaccharyltransferase complex subunit OSTC
Q96FW1,OTUB1_HUMAN,OTUB1,Ubiquitin thioesterase OTUB1
P55809,SCOT1_HUMAN,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"
Q9NWU1,OXSM_HUMAN,OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"
O95747,OXSR1_HUMAN,OXSR1,Serine/threonine-protein kinase OSR1
Q92791,SC65_HUMAN,P3H4,Endoplasmic reticulum protein SC65
P07237,PDIA1_HUMAN,P4HB,Protein disulfide-isomerase
Q9UQ80,PA2G4_HUMAN,PA2G4,Proliferation-associated protein 2G4
P11940,PABP1_HUMAN,PABPC1,Polyadenylate-binding protein 1
Q13310,PABP4_HUMAN,PABPC4,Polyadenylate-binding protein 4
Q9UNF0,PACN2_HUMAN,PACSIN2,Protein kinase C and casein kinase substrate in neurons protein 2
Q9UKS6,PACN3_HUMAN,PACSIN3,Protein kinase C and casein kinase substrate in neurons protein 3
Q9Y2J8,PADI2_HUMAN,PADI2,Protein-arginine deiminase type-2
P43034,LIS1_HUMAN,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit alpha
P68402,PA1B2_HUMAN,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit beta
Q15102,PA1B3_HUMAN,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit gamma
Q99487,PAFA2_HUMAN,PAFAH2,"Platelet-activating factor acetylhydrolase 2, cytoplasmic"
P22234,PUR6_HUMAN,PAICS,Multifunctional protein ADE2
Q9H074,PAIP1_HUMAN,PAIP1,Polyadenylate-binding protein-interacting protein 1
Q13153,PAK1_HUMAN,PAK1,Serine/threonine-protein kinase PAK 1
Q13177,PAK2_HUMAN,PAK2,Serine/threonine-protein kinase PAK 2
Q8WX93,PALLD_HUMAN,PALLD,Palladin
Q9NP74,PALMD_HUMAN,PALMD,Palmdelphin
Q9NVE7,PANK4_HUMAN,PANK4,4'-phosphopantetheine phosphatase
Q99497,PARK7_HUMAN,PARK7,Protein/nucleic acid deglycase DJ-1
P09874,PARP1_HUMAN,PARP1,Poly [ADP-ribose] polymerase 1
Q9NVD7,PARVA_HUMAN,PARVA,Alpha-parvin
Q9HBI1,PARVB_HUMAN,PARVB,Beta-parvin
Q96AQ6,PBIP1_HUMAN,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1
P61457,PHS_HUMAN,PCBD1,Pterin-4-alpha-carbinolamine dehydratase
Q9H0N5,PHS2_HUMAN,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2
Q15365,PCBP1_HUMAN,PCBP1,Poly(rC)-binding protein 1
Q15366,PCBP2_HUMAN,PCBP2,Poly(rC)-binding protein 2
P05165,PCCA_HUMAN,PCCA,"Propionyl-CoA carboxylase alpha chain, mitochondrial"
P05166,PCCB_HUMAN,PCCB,"Propionyl-CoA carboxylase beta chain, mitochondrial"
P22061,PIMT_HUMAN,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase
Q8WW12,PCNP_HUMAN,PCNP,PEST proteolytic signal-containing nuclear protein
Q9UHG3,PCYOX_HUMAN,PCYOX1,Prenylcysteine oxidase 1
P49585,PCY1A_HUMAN,PCYT1A,Choline-phosphate cytidylyltransferase A
Q99447,PCY2_HUMAN,PCYT2,Ethanolamine-phosphate cytidylyltransferase
Q13442,HAP28_HUMAN,PDAP1,28 kDa heat- and acid-stable phosphoprotein
O14737,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5
Q8WUM4,PDC6I_HUMAN,PDCD6IP,Programmed cell death 6-interacting protein
Q5VU43,MYOME_HUMAN,PDE4DIP,Myomegalin
P08559,ODPA_HUMAN,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
P11177,ODPB_HUMAN,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial"
P30101,PDIA3_HUMAN,PDIA3,Protein disulfide-isomerase A3
P13667,PDIA4_HUMAN,PDIA4,Protein disulfide-isomerase A4
Q15084,PDIA6_HUMAN,PDIA6,Protein disulfide-isomerase A6
Q15118,PDK1_HUMAN,PDK1,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"
Q15119,PDK2_HUMAN,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1
Q53GG5,PDLI3_HUMAN,PDLIM3,PDZ and LIM domain protein 3
Q96HC4,PDLI5_HUMAN,PDLIM5,PDZ and LIM domain protein 5
Q9NR12,PDLI7_HUMAN,PDLIM7,PDZ and LIM domain protein 7
Q9P0J1,PDP1_HUMAN,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"
Q8NCN5,PDPR_HUMAN,PDPR,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
O00764,PDXK_HUMAN,PDXK,Pyridoxal kinase
Q96GD0,PLPP_HUMAN,PDXP,Pyridoxal phosphate phosphatase
Q15121,PEA15_HUMAN,PEA15,Astrocytic phosphoprotein PEA-15
P30086,PEBP1_HUMAN,PEBP1,Phosphatidylethanolamine-binding protein 1
Q96S96,PEBP4_HUMAN,PEBP4,Phosphatidylethanolamine-binding protein 4
Q9BRX2,PELO_HUMAN,PELO,Protein pelota homolog
P12955,PEPD_HUMAN,PEPD,Xaa-Pro dipeptidase
O96011,PX11B_HUMAN,PEX11B,Peroxisomal membrane protein 11B
O60925,PFD1_HUMAN,PFDN1,Prefoldin subunit 1
Q9UHV9,PFD2_HUMAN,PFDN2,Prefoldin subunit 2
Q9NQP4,PFD4_HUMAN,PFDN4,Prefoldin subunit 4
Q99471,PFD5_HUMAN,PFDN5,Prefoldin subunit 5
O15212,PFD6_HUMAN,PFDN6,Prefoldin subunit 6
P16118,F261_HUMAN,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1"
O60825,F262_HUMAN,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2"
P17858,PFKAL_HUMAN,PFKL,"ATP-dependent 6-phosphofructokinase, liver type"
P08237,PFKAM_HUMAN,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type"
P07737,PROF1_HUMAN,PFN1,Profilin-1
P35080,PROF2_HUMAN,PFN2,Profilin-2
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1
P15259,PGAM2_HUMAN,PGAM2,Phosphoglycerate mutase 2
Q96HS1,PGAM5_HUMAN,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial"
P52209,6PGD_HUMAN,PGD,"6-phosphogluconate dehydrogenase, decarboxylating"
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1
O95336,6PGL_HUMAN,PGLS,6-phosphogluconolactonase
P36871,PGM1_HUMAN,PGM1,Phosphoglucomutase-1
O95394,AGM1_HUMAN,PGM3,Phosphoacetylglucosamine mutase
Q15124,PGM5_HUMAN,PGM5,Phosphoglucomutase-like protein 5
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1
O15173,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2
Q99623,PHB2_HUMAN,PHB2,Prohibitin-2
P46020,KPB1_HUMAN,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"
P46019,KPB2_HUMAN,PHKA2,"Phosphorylase b kinase regulatory subunit alpha, liver isoform"
Q93100,KPBB_HUMAN,PHKB,Phosphorylase b kinase regulatory subunit beta
Q16816,PHKG1_HUMAN,PHKG1,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
Q9NRX4,PHP14_HUMAN,PHPT1,14 kDa phosphohistidine phosphatase
Q8IUZ5,AT2L2_HUMAN,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase
O75928,PIAS2_HUMAN,PIAS2,E3 SUMO-protein ligase PIAS2
Q13492,PICAL_HUMAN,PICALM,Phosphatidylinositol-binding clathrin assembly protein
Q13526,PIN1_HUMAN,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q9Y237,PIN4_HUMAN,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
P48426,PI42A_HUMAN,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
P78356,PI42B_HUMAN,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
Q9GZP4,PITH1_HUMAN,PITHD1,PITH domain-containing protein 1
Q00169,PIPNA_HUMAN,PITPNA,Phosphatidylinositol transfer protein alpha isoform
