gene,pathway,database,cluster
IFITM1,immune system process,GO:BP,C4
LAMP2,HALLMARK_COMPLEMENT,Hallmark,C4
RNH1,vasculature development,GO:BP,C4
VCAN,HALLMARK_GLYCOLYSIS,Hallmark,C4
KRT5,Unmapped,NA,C4
TPT1,negative regulation of response to stimulus,GO:BP,C4
ALAD,HALLMARK_HEME_METABOLISM,Hallmark,C4
LCP1,HALLMARK_KRAS_SIGNALING_UP,Hallmark,C4
APEH,Unmapped,NA,C4
PRKAR2A,negative regulation of response to stimulus,GO:BP,C4
ENO3,HALLMARK_HYPOXIA,Hallmark,C4
CD59,HALLMARK_COMPLEMENT,Hallmark,C4
PRKCSH,Unmapped,NA,C4
PKM,HALLMARK_GLYCOLYSIS,Hallmark,C4
CPA3,regulation of systemic arterial blood pressure,GO:BP,C4
PGAM2,HALLMARK_GLYCOLYSIS,Hallmark,C4
UCHL3,Unmapped,NA,C4
NME1,positive regulation of molecular function,GO:BP,C4
ANK1,HALLMARK_HEME_METABOLISM,Hallmark,C4
PPP3CB,lymphocyte mediated immunity,GO:BP,C4
FAH,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PGAM1,HALLMARK_GLYCOLYSIS,Hallmark,C4
TSPAN8,regulation of response to external stimulus,GO:BP,C4
TYMP,vasculature development,GO:BP,C4
ATP2B1,regulation of tube size,GO:BP,C4
ANXA7,Unmapped,NA,C4
BTF3,Unmapped,NA,C4
PSMB1,Unmapped,NA,C4
GSTM3,response to hormone,GO:BP,C4
ATP6V1B2,Unmapped,NA,C4
GPD1,small molecule biosynthetic process,GO:BP,C4
RYR1,Unmapped,NA,C4
COMT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
OSBP,small molecule biosynthetic process,GO:BP,C4
PCMT1,Unmapped,NA,C4
UBA1,Unmapped,NA,C4
GPX3,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
FBLN1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
S100A1,HALLMARK_COAGULATION,Hallmark,C4
CFL1,Unmapped,NA,C4
ATP2B4,small molecule biosynthetic process,GO:BP,C4
ACP1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
AZGP1,lymphocyte mediated immunity,GO:BP,C4
MPST,Unmapped,NA,C4
PSMA1,regulation of response to external stimulus,GO:BP,C4
PSMA2,Unmapped,NA,C4
PSMA4,Unmapped,NA,C4
DDX6,Unmapped,NA,C4
U2AF2,regulation of protein modification process,GO:BP,C4
STOM,Unmapped,NA,C4
RPA1,Unmapped,NA,C4
PSMA5,Unmapped,NA,C4
PSMB6,Unmapped,NA,C4
GSTM2,cellular oxidant detoxification,GO:BP,C4
CD38,regulation of tube size,GO:BP,C4
IMPA1,small molecule biosynthetic process,GO:BP,C4
EPHA2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
TKT,aldehyde metabolic process,GO:BP,C4
PRDX6,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
BLVRB,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
DDT,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PEBP1,negative regulation of response to stimulus,GO:BP,C4
PDIA3,positive regulation of signaling,GO:BP,C4
ADSS2,immune system process,GO:BP,C4
LRPAP1,negative regulation of response to stimulus,GO:BP,C4
ADSL,Unmapped,NA,C4
SRI,cellular response to oxygen-containing compound,GO:BP,C4
GDI1,positive regulation of signaling,GO:BP,C4
CASQ1,positive regulation of molecular function,GO:BP,C4
DNAJA1,regulation of protein modification process,GO:BP,C4
PRDX2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
MCM5,Unmapped,NA,C4
SHMT1,small molecule biosynthetic process,GO:BP,C4
MPI,HALLMARK_GLYCOLYSIS,Hallmark,C4
GPC1,HALLMARK_GLYCOLYSIS,Hallmark,C4
SERPINB6,Unmapped,NA,C4
RDX,response to hormone,GO:BP,C4
RPA3,Unmapped,NA,C4
AGL,HALLMARK_GLYCOLYSIS,Hallmark,C4
BSG,HALLMARK_HEME_METABOLISM,Hallmark,C4
GLRX,HALLMARK_GLYCOLYSIS,Hallmark,C4
PPM1A,positive regulation of signaling,GO:BP,C4
MAP2K2,regulation of protein modification process,GO:BP,C4
PGM1,HALLMARK_HYPOXIA,Hallmark,C4
SERPINF1,cellular response to oxygen-containing compound,GO:BP,C4
GMPR,Unmapped,NA,C4
GPX4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
TALDO1,HALLMARK_GLYCOLYSIS,Hallmark,C4
SNCA,HALLMARK_HEME_METABOLISM,Hallmark,C4
ATP6V1A,Unmapped,NA,C4
COL18A1,vasculature development,GO:BP,C4
STAT3,purine-containing compound catabolic process,GO:BP,C4
MDH1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PPP1R2,carbohydrate metabolic process,GO:BP,C4
IARS1,Unmapped,NA,C4
TMPO,Unmapped,NA,C4
SLC1A4,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
GPD2,HALLMARK_COMPLEMENT,Hallmark,C4
PHKA1,carbohydrate metabolic process,GO:BP,C4
NSF,positive regulation of signaling,GO:BP,C4
UTRN,Unmapped,NA,C4
IQGAP1,regulation of protein modification process,GO:BP,C4
STT3A,Unmapped,NA,C4
LIMS1,positive regulation of signaling,GO:BP,C4
PREP,HALLMARK_COMPLEMENT,Hallmark,C4
ME1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PIP4K2A,cellular response to oxygen-containing compound,GO:BP,C4
GCLM,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
ALDH9A1,HALLMARK_GLYCOLYSIS,Hallmark,C4
LMAN1,Unmapped,NA,C4
FNTA,regulation of protein modification process,GO:BP,C4
CDC34,Unmapped,NA,C4
PCYT1A,lymphocyte mediated immunity,GO:BP,C4
CARS1,Unmapped,NA,C4
PSMB3,Unmapped,NA,C4
PSMB2,Unmapped,NA,C4
TMED10,Unmapped,NA,C4
HINT1,purine-containing compound catabolic process,GO:BP,C4
GSK3A,regulation of protein modification process,GO:BP,C4
ST13,response to bacterium,GO:BP,C4
NUDT2,Unmapped,NA,C4
ANXA11,Unmapped,NA,C4
MECP2,positive regulation of signaling,GO:BP,C4
ALDH3A2,aldehyde metabolic process,GO:BP,C4
PSMD7,Unmapped,NA,C4
STAT5B,lymphocyte mediated immunity,GO:BP,C4
HDGF,HALLMARK_HEME_METABOLISM,Hallmark,C4
PRELP,Unmapped,NA,C4
PGD,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
ARHGDIA,Unmapped,NA,C4
RIDA,Unmapped,NA,C4
AKR1C2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
MAPK12,positive regulation of molecular function,GO:BP,C4
CACNB3,trans-synaptic signaling,GO:BP,C4
CACNA2D1,cellular response to oxygen-containing compound,GO:BP,C4
USP14,HALLMARK_COMPLEMENT,Hallmark,C4
RAD23A,HALLMARK_HEME_METABOLISM,Hallmark,C4
EIF5,Unmapped,NA,C4
DRG2,Unmapped,NA,C4
ADK,small molecule biosynthetic process,GO:BP,C4
CDH13,HALLMARK_COMPLEMENT,Hallmark,C4
SNU13,Unmapped,NA,C4
NPEPPS,Unmapped,NA,C4
MARS1,Unmapped,NA,C4
MTPN,positive regulation of molecular function,GO:BP,C4
DEFA3,antimicrobial humoral response,GO:BP,C4
TPI1,HALLMARK_GLYCOLYSIS,Hallmark,C4
EIF4A1,Unmapped,NA,C4
PRPS1,HALLMARK_GLYCOLYSIS,Hallmark,C4
PSMA6,regulation of response to external stimulus,GO:BP,C4
CDC42,positive regulation of signaling,GO:BP,C4
DSTN,Unmapped,NA,C4
UBE2D3,negative regulation of response to stimulus,GO:BP,C4
UBE2M,Unmapped,NA,C4
UBE2N,regulation of protein modification process,GO:BP,C4
RAB14,response to bacterium,GO:BP,C4
RAP1B,cellular response to oxygen-containing compound,GO:BP,C4
PCBD1,small molecule biosynthetic process,GO:BP,C4
RHOA,regulation of tube size,GO:BP,C4
VBP1,Unmapped,NA,C4
NPC2,Unmapped,NA,C4
PKIA,regulation of protein modification process,GO:BP,C4
SUMO2,Unmapped,NA,C4
NUTF2,Unmapped,NA,C4
YWHAG,lymphocyte mediated immunity,GO:BP,C4
SNRPD3,Unmapped,NA,C4
RAP1A,regulation of protein modification process,GO:BP,C4
GNB1,cellular response to oxygen-containing compound,GO:BP,C4
GNB2,HALLMARK_COMPLEMENT,Hallmark,C4
FKBP1A,positive regulation of signaling,GO:BP,C4
RAC1,HALLMARK_COAGULATION,Hallmark,C4
VAMP2,cellular response to oxygen-containing compound,GO:BP,C4
PPP3R1,positive regulation of signaling,GO:BP,C4
UBE2B,regulation of protein modification process,GO:BP,C4
PPP2R2A,Unmapped,NA,C4
SKP1,regulation of protein modification process,GO:BP,C4
EIF5A,positive regulation of signaling,GO:BP,C4
PPP2CA,purine-containing compound catabolic process,GO:BP,C4
UBE2L3,regulation of protein modification process,GO:BP,C4
PAFAH1B2,Unmapped,NA,C4
HBB,cellular oxidant detoxification,GO:BP,C4
HBA1,cellular oxidant detoxification,GO:BP,C4
PIP4K2B,cellular response to oxygen-containing compound,GO:BP,C4
SARNP,Unmapped,NA,C4
ARF1,trans-synaptic signaling,GO:BP,C4
PITPNA,Unmapped,NA,C4
FKBP3,Unmapped,NA,C4
AMPD3,HALLMARK_HYPOXIA,Hallmark,C4
FABP5,small molecule biosynthetic process,GO:BP,C4
CACNB1,cellular response to oxygen-containing compound,GO:BP,C4
FKBP4,HALLMARK_GLYCOLYSIS,Hallmark,C4
UBXN1,regulation of protein modification process,GO:BP,C4
GLO1,aldehyde metabolic process,GO:BP,C4
UBE3A,regulation of protein modification process,GO:BP,C4
SRSF11,Unmapped,NA,C4
COL14A1,Unmapped,NA,C4
CACNG1,Unmapped,NA,C4
PRDX1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
PUDP,Unmapped,NA,C4
CD47,vasculature development,GO:BP,C4
SCRN3,Unmapped,NA,C4
EFEMP1,Unmapped,NA,C4
STX4,HALLMARK_COMPLEMENT,Hallmark,C4
ILF3,Unmapped,NA,C4
COASY,Unmapped,NA,C4
MTAP,small molecule biosynthetic process,GO:BP,C4
PAK1,regulation of protein modification process,GO:BP,C4
PRDX4,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
CBX3,cellular response to oxygen-containing compound,GO:BP,C4
PSMD2,Unmapped,NA,C4
SELENBP1,HALLMARK_HEME_METABOLISM,Hallmark,C4
SGCG,Unmapped,NA,C4
SNTA1,regulation of tube size,GO:BP,C4
TMED1,immune system process,GO:BP,C4
FKBP5,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
SQSTM1,regulation of protein modification process,GO:BP,C4
ART3,Unmapped,NA,C4
PIN1,regulation of protein modification process,GO:BP,C4
NAE1,Unmapped,NA,C4
STIM1,vasculature development,GO:BP,C4
AAMP,vasculature development,GO:BP,C4
CACNA1S,Unmapped,NA,C4
BLMH,Unmapped,NA,C4
SNTB1,Unmapped,NA,C4
PRKG1,regulation of tube size,GO:BP,C4
HNRNPD,cellular response to oxygen-containing compound,GO:BP,C4
DAG1,cellular response to oxygen-containing compound,GO:BP,C4
EIF4A2,Unmapped,NA,C4
GAMT,small molecule biosynthetic process,GO:BP,C4
PRPSAP1,Unmapped,NA,C4
ITIH4,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
KARS1,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
EIF4H,Unmapped,NA,C4
PAFAH1B3,Unmapped,NA,C4
PPP2R5A,Unmapped,NA,C4
PTGES3,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
PTPA,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
TMED2,vasculature development,GO:BP,C4
DHCR24,small molecule biosynthetic process,GO:BP,C4
MAPRE2,positive regulation of signaling,GO:BP,C4
TSN,Unmapped,NA,C4
TRIP10,Unmapped,NA,C4
MYLK,vasculature development,GO:BP,C4
UBE2V2,regulation of protein modification process,GO:BP,C4
ADIRF,Unmapped,NA,C4
ADRM1,Unmapped,NA,C4
CDC37,regulation of protein modification process,GO:BP,C4
SGCB,cellular response to oxygen-containing compound,GO:BP,C4
SGCA,Unmapped,NA,C4
GUK1,Unmapped,NA,C4
HAGH,HALLMARK_HEME_METABOLISM,Hallmark,C4
PHKG1,HALLMARK_HYPOXIA,Hallmark,C4
TXNRD1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,C4
HIKESHI,Unmapped,NA,C4
DCAF6,Unmapped,NA,C4
TOR1AIP1,positive regulation of molecular function,GO:BP,C4
GNAS,cellular response to oxygen-containing compound,GO:BP,C4
UBR4,small molecule biosynthetic process,GO:BP,C4
MICOS10,Unmapped,NA,C4
PDE4DIP,Unmapped,NA,C4
SYPL2,Unmapped,NA,C4
PTRHD1,Unmapped,NA,C4
RAB12,Unmapped,NA,C4
DENND5A,Unmapped,NA,C4
RCSD1,Unmapped,NA,C4
CAVIN1,HALLMARK_HYPOXIA,Hallmark,C4
TMEM205,Unmapped,NA,C4
DHRS11,Unmapped,NA,C4
KYAT3,Unmapped,NA,C4
TOM1L2,Unmapped,NA,C4
BZW1,Unmapped,NA,C4
EIF3M,Unmapped,NA,C4
SPRED2,regulation of protein modification process,GO:BP,C4
HUWE1,regulation of protein modification process,GO:BP,C4
PRUNE1,Unmapped,NA,C4
ALYREF,Unmapped,NA,C4
VPS36,Unmapped,NA,C4
CARM1,response to hormone,GO:BP,C4
NIT1,Unmapped,NA,C4
SLC44A2,positive regulation of signaling,GO:BP,C4
MSRB3,Unmapped,NA,C4
ELMOD2,regulation of response to external stimulus,GO:BP,C4
ALDH16A1,Unmapped,NA,C4
ADSS1,immune system process,GO:BP,C4
CISD2,Unmapped,NA,C4
JAGN1,cellular response to oxygen-containing compound,GO:BP,C4
EMC1,Unmapped,NA,C4
PTGR2,Unmapped,NA,C4
ATL2,Unmapped,NA,C4
DEPTOR,regulation of protein modification process,GO:BP,C4
LRRC20,Unmapped,NA,C4
NT5C,purine-containing compound catabolic process,GO:BP,C4
NEK7,HALLMARK_HEME_METABOLISM,Hallmark,C4
DTD1,Unmapped,NA,C4
NUP133,Unmapped,NA,C4
PDCD6IP,Unmapped,NA,C4
NUDCD2,Unmapped,NA,C4
IFT81,Unmapped,NA,C4
PSMF1,Unmapped,NA,C4
UBXN4,Unmapped,NA,C4
SGCD,vasculature development,GO:BP,C4
DDX17,response to hormone,GO:BP,C4
CUL5,Unmapped,NA,C4
ATP2A3,Unmapped,NA,C4
PHKB,carbohydrate metabolic process,GO:BP,C4
UBE2F,Unmapped,NA,C4
WBP2,positive regulation of signaling,GO:BP,C4
PTER,Unmapped,NA,C4
ZBTB9,Unmapped,NA,C4
DCPS,Unmapped,NA,C4
ISOC1,Unmapped,NA,C4
CCDC124,Unmapped,NA,C4
CMBL,Unmapped,NA,C4
DYNLL2,Unmapped,NA,C4
SCRN2,Unmapped,NA,C4
OTUB1,positive regulation of signaling,GO:BP,C4
DCUN1D1,HALLMARK_HEME_METABOLISM,Hallmark,C4
PYURF,Unmapped,NA,C4
ABHD14B,Unmapped,NA,C4
CNDP2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
STAC3,trans-synaptic signaling,GO:BP,C4
PLIN4,Unmapped,NA,C4
ALKBH3,Unmapped,NA,C4
VPS35,cellular response to oxygen-containing compound,GO:BP,C4
BBS4,response to hormone,GO:BP,C4
METTL26,Unmapped,NA,C4
PEBP4,Unmapped,NA,C4
PSMB7,Unmapped,NA,C4
PSMD1,Unmapped,NA,C4
PAFAH2,Unmapped,NA,C4
PARK7,cellular oxidant detoxification,GO:BP,C4
TSNAX,Unmapped,NA,C4
COPS8,regulation of protein modification process,GO:BP,C4
CHP1,regulation of protein modification process,GO:BP,C4
CPNE1,positive regulation of signaling,GO:BP,C4
PRMT1,cellular response to oxygen-containing compound,GO:BP,C4
WDR77,Unmapped,NA,C4
TXNDC17,cellular oxidant detoxification,GO:BP,C4
CPPED1,Unmapped,NA,C4
MIEN1,Unmapped,NA,C4
LXN,HALLMARK_HYPOXIA,Hallmark,C4
COPS4,regulation of protein modification process,GO:BP,C4
MRI1,small molecule biosynthetic process,GO:BP,C4
ADI1,small molecule biosynthetic process,GO:BP,C4
TMED9,Unmapped,NA,C4
NT5C1A,purine-containing compound catabolic process,GO:BP,C4
NLN,small molecule biosynthetic process,GO:BP,C4
ASPSCR1,regulation of protein modification process,GO:BP,C4
NIBAN1,regulation of protein modification process,GO:BP,C4
UBXN6,Unmapped,NA,C4
LNPK,Unmapped,NA,C4
PITHD1,immune system process,GO:BP,C4
NIF3L1,Unmapped,NA,C4
NT5C3A,Unmapped,NA,C4
HDHD2,Unmapped,NA,C4
C11orf54,Unmapped,NA,C4
TMX4,Unmapped,NA,C4
MYLK2,trans-synaptic signaling,GO:BP,C4
SH3BGRL3,Unmapped,NA,C4
PPIL3,Unmapped,NA,C4
C11orf68,Unmapped,NA,C4
RBKS,carbohydrate metabolic process,GO:BP,C4
AAMDC,Unmapped,NA,C4
METTL7A,Unmapped,NA,C4
ARMT1,Unmapped,NA,C4
COPS7B,regulation of protein modification process,GO:BP,C4
GLOD4,Unmapped,NA,C4
HHATL,regulation of protein modification process,GO:BP,C4
MRPL47,Unmapped,NA,C4
DYNLRB1,Unmapped,NA,C4
PFDN4,Unmapped,NA,C4
NIT2,Unmapped,NA,C4
GPHN,Unmapped,NA,C4
MBNL1,Unmapped,NA,C4
AASDHPPT,small molecule biosynthetic process,GO:BP,C4
PHPT1,negative regulation of response to stimulus,GO:BP,C4
LANCL2,cellular response to oxygen-containing compound,GO:BP,C4
OLA1,Unmapped,NA,C4
DDX19A,Unmapped,NA,C4
SEPTIN11,Unmapped,NA,C4
PNPO,aldehyde metabolic process,GO:BP,C4
CZIB,Unmapped,NA,C4
UGGT1,Unmapped,NA,C4
CLIC5,Unmapped,NA,C4
MYOF,HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,C4
GMPR2,Unmapped,NA,C4
IMPACT,Unmapped,NA,C4
EPS15L1,Unmapped,NA,C4
GRHPR,HALLMARK_HYPOXIA,Hallmark,C4
UBA2,regulation of protein modification process,GO:BP,C4
COPS7A,regulation of protein modification process,GO:BP,C4
NIPSNAP3A,Unmapped,NA,C4
PCYOX1,Unmapped,NA,C4
DPP7,Unmapped,NA,C4
ENOPH1,small molecule biosynthetic process,GO:BP,C4
EIF2B4,response to hormone,GO:BP,C4
ATP6V1H,Unmapped,NA,C4
TRMT112,Unmapped,NA,C4
LCMT1,carbohydrate metabolic process,GO:BP,C4
JPT1,Unmapped,NA,C4
CDV3,Unmapped,NA,C4
RAB21,Unmapped,NA,C4
DNPEP,Unmapped,NA,C4
MCTS1,Unmapped,NA,C4
UBQLN1,regulation of protein modification process,GO:BP,C4
NDRG2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SNX6,regulation of protein modification process,GO:BP,C4
COPS3,regulation of protein modification process,GO:BP,C4
NSFL1C,Unmapped,NA,C4
CHMP2B,trans-synaptic signaling,GO:BP,C4
PIN4,Unmapped,NA,C4
PLAA,regulation of protein modification process,GO:BP,C4
MRPS35,Unmapped,NA,C4
SH3GLB1,Unmapped,NA,C4
PPIL1,Unmapped,NA,C4
USP15,HALLMARK_COMPLEMENT,Hallmark,C4
TLN2,Unmapped,NA,C4
DTNA,HALLMARK_HYPOXIA,Hallmark,C4
PPME1,Unmapped,NA,C4
GMPPB,HALLMARK_GLYCOLYSIS,Hallmark,C4
HEBP2,Unmapped,NA,C4
SPCS1,Unmapped,NA,C4
SAR1B,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C4
SESN1,cellular oxidant detoxification,GO:BP,C4
