gene,pathway,database,cluster
APEH,Neutrophil Degranulation,Reactome,C4
PRKAR2A,Fcgr3a Mediated Il10 Synthesis,Reactome,C4
ENO3,Gluconeogenesis,Reactome,C4
CD59,Complement Cascade,Reactome,C4
PRKCSH,Unmapped,NA,C4
PKM,Reference Glycolysis,KEGG,C4
CPA3,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4
PGAM2,Gluconeogenesis,Reactome,C4
UCHL3,Unmapped,NA,C4
NME1,Metabolism Of Nucleotides,Reactome,C4
ANK1,Heme Metabolism,Hallmark,C4
PPP3CB,Leukocyte Mediated Immunity,GO:BP,C4
FAH,Xenobiotic Metabolism,Hallmark,C4
PGAM1,Gluconeogenesis,Reactome,C4
TSPAN8,Unmapped,NA,C4
TYMP,Carbohydrate Derivative Catabolic Process,GO:BP,C4
ATP2B1,Platelet Homeostasis,Reactome,C4
ANXA7,Unmapped,NA,C4
BTF3,Unmapped,NA,C4
PSMB1,Neutrophil Degranulation,Reactome,C4
GSTM3,Detoxification,GO Slim,C4
ATP6V1B2,Unmapped,NA,C4
GPD1,Carbohydrate Derivative Catabolic Process,GO:BP,C4
RYR1,Unmapped,NA,C4
COMT,Response To Toxic Substance,GO:BP,C4
OSBP,Phospholipid Metabolic Process,GO:BP,C4
PCMT1,Unmapped,NA,C4
UBA1,Unmapped,NA,C4
GPX3,Detoxification,GO Slim,C4
FBLN1,Xenobiotic Metabolism,Hallmark,C4
S100A1,Coagulation,Hallmark,C4
CFL1,Unmapped,NA,C4
ATP2B4,Platelet Homeostasis,Reactome,C4
ACP1,Xenobiotic Metabolism,Hallmark,C4
AZGP1,Leukocyte Mediated Immunity,GO:BP,C4
MPST,Response To Toxic Substance,GO:BP,C4
PSMA1,Regulation Of Inflammatory Response,GO:BP,C4
PSMA2,Neutrophil Degranulation,Reactome,C4
PSMA4,Nuclear Events Mediated By Nfe2l2,Reactome,C4
DDX6,Unmapped,NA,C4
U2AF2,Unmapped,NA,C4
STOM,Neutrophil Degranulation,Reactome,C4
RPA1,Unmapped,NA,C4
PSMA5,Neutrophil Degranulation,Reactome,C4
PSMB6,Nuclear Events Mediated By Nfe2l2,Reactome,C4
GSTM2,Detoxification,GO Slim,C4
CD38,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
IMPA1,Phospholipid Metabolic Process,GO:BP,C4
EPHA2,Xenobiotic Metabolism,Hallmark,C4
TKT,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
PRDX6,Detoxification,GO Slim,C4
BLVRB,Xenobiotic Metabolism,Hallmark,C4
DDT,Regulation Of Inflammatory Response,GO:BP,C4
PEBP1,Unmapped,NA,C4
PDIA3,Unmapped,NA,C4
ADSS2,Metabolism Of Nucleotides,Reactome,C4
LRPAP1,Unmapped,NA,C4
ADSL,Metabolism Of Nucleotides,Reactome,C4
SRI,Platelet Homeostasis,Reactome,C4
GDI1,Unmapped,NA,C4
CASQ1,Unmapped,NA,C4
DNAJA1,Unmapped,NA,C4
PRDX2,Detoxification,GO Slim,C4
MCM5,Unmapped,NA,C4
SHMT1,Nucleoside Monophosphate Metabolic Process,GO:BP,C4
MPI,Glycolysis,Hallmark,C4
GPC1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
SERPINB6,Neutrophil Degranulation,Reactome,C4
RDX,Unmapped,NA,C4
RPA3,Unmapped,NA,C4
AGL,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
BSG,Heme Metabolism,Hallmark,C4
GLRX,Glycolysis,Hallmark,C4
PPM1A,Unmapped,NA,C4
MAP2K2,Unmapped,NA,C4
PGM1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
SERPINF1,Unmapped,NA,C4
GMPR,Metabolism Of Nucleotides,Reactome,C4
GPX4,Detoxification,GO Slim,C4
TALDO1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
SNCA,Hydrogen Peroxide Metabolic Process,GO:BP,C4
ATP6V1A,Unmapped,NA,C4
COL18A1,Unmapped,NA,C4
STAT3,Hydrogen Peroxide Metabolic Process,GO:BP,C4
MDH1,Glycolysis,Hallmark,C4
PPP1R2,Unmapped,NA,C4
IARS1,Unmapped,NA,C4
TMPO,Unmapped,NA,C4
SLC1A4,Estrogen Response Late,Hallmark,C4
GPD2,Complement,Hallmark,C4
PHKA1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
NSF,Unmapped,NA,C4
UTRN,Unmapped,NA,C4
IQGAP1,Neutrophil Degranulation,Reactome,C4
STT3A,Unmapped,NA,C4
LIMS1,Unmapped,NA,C4
PREP,Complement,Hallmark,C4
ME1,Glycolysis,Hallmark,C4
PIP4K2A,Phospholipid Metabolic Process,GO:BP,C4
GCLM,Reactive Oxygen Species Pathway,Hallmark,C4
ALDH9A1,Glycolysis,Hallmark,C4
LMAN1,Unmapped,NA,C4
FNTA,Unmapped,NA,C4
CDC34,Unmapped,NA,C4
PCYT1A,B Cell Mediated Immunity,GO:BP,C4
CARS1,Unmapped,NA,C4
PSMB3,Nuclear Events Mediated By Nfe2l2,Reactome,C4
PSMB2,Nuclear Events Mediated By Nfe2l2,Reactome,C4
TMED10,Unmapped,NA,C4
HINT1,Carbohydrate Derivative Catabolic Process,GO:BP,C4
GSK3A,Carbohydrate Derivative Catabolic Process,GO:BP,C4
ST13,Unmapped,NA,C4
NUDT2,Nucleoside Monophosphate Metabolic Process,GO:BP,C4
ANXA11,Unmapped,NA,C4
MECP2,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4
ALDH3A2,Aldehyde Metabolic Process,GO:BP,C4
PSMD7,Neutrophil Degranulation,Reactome,C4
STAT5B,Regulation Of Inflammatory Response,GO:BP,C4
HDGF,Heme Metabolism,Hallmark,C4
PRELP,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
PGD,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
ARHGDIA,Unmapped,NA,C4
RIDA,Unmapped,NA,C4
AKR1C2,Xenobiotic Metabolism,Hallmark,C4
MAPK12,Unmapped,NA,C4
CACNB3,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
CACNA2D1,Unmapped,NA,C4
USP14,Complement,Hallmark,C4
RAD23A,Heme Metabolism,Hallmark,C4
EIF5,Unmapped,NA,C4
DRG2,Unmapped,NA,C4
ADK,Metabolism Of Nucleotides,Reactome,C4
CDH13,Response To Toxic Substance,GO:BP,C4
SNU13,Unmapped,NA,C4
NPEPPS,Unmapped,NA,C4
MARS1,Unmapped,NA,C4
MTPN,Unmapped,NA,C4
DEFA3,Humoral Immune Response,GO:BP,C4
TPI1,Gluconeogenesis,Reactome,C4
EIF4A1,Unmapped,NA,C4
PRPS1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
PSMA6,Regulation Of Inflammatory Response,GO:BP,C4
CDC42,Unmapped,NA,C4
DSTN,Unmapped,NA,C4
UBE2D3,Unmapped,NA,C4
UBE2M,Unmapped,NA,C4
UBE2N,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
RAB14,Neutrophil Degranulation,Reactome,C4
RAP1B,Neutrophil Degranulation,Reactome,C4
PCBD1,Unmapped,NA,C4
RHOA,Neutrophil Degranulation,Reactome,C4
VBP1,Unmapped,NA,C4
NPC2,Neutrophil Degranulation,Reactome,C4
PKIA,Unmapped,NA,C4
SUMO2,Unmapped,NA,C4
NUTF2,Unmapped,NA,C4
YWHAG,Leukocyte Mediated Immunity,GO:BP,C4
SNRPD3,Unmapped,NA,C4
RAP1A,Neutrophil Degranulation,Reactome,C4
GNB1,Platelet Homeostasis,Reactome,C4
GNB2,Platelet Homeostasis,Reactome,C4
FKBP1A,Signaling By The B Cell Receptor Bcr,Reactome,C4
RAC1,Hydrogen Peroxide Metabolic Process,GO:BP,C4
VAMP2,Regulation Of Inflammatory Response,GO:BP,C4
PPP3R1,Signaling By The B Cell Receptor Bcr,Reactome,C4
UBE2B,Unmapped,NA,C4
PPP2R2A,Unmapped,NA,C4
SKP1,Nuclear Events Mediated By Nfe2l2,Reactome,C4
EIF5A,Unmapped,NA,C4
PPP2CA,Glucose Metabolism,Reactome,C4
UBE2L3,Unmapped,NA,C4
PAFAH1B2,Neutrophil Degranulation,Reactome,C4
HBB,Detoxification,GO Slim,C4
HBA1,Detoxification,GO Slim,C4
PIP4K2B,Phospholipid Metabolic Process,GO:BP,C4
SARNP,Unmapped,NA,C4
ARF1,Unmapped,NA,C4
PITPNA,Unmapped,NA,C4
FKBP3,Unmapped,NA,C4
AMPD3,Neutrophil Degranulation,Reactome,C4
FABP5,Neutrophil Degranulation,Reactome,C4
CACNB1,Unmapped,NA,C4
FKBP4,Glycolysis,Hallmark,C4
UBXN1,Unmapped,NA,C4
GLO1,Aldehyde Metabolic Process,GO:BP,C4
UBE3A,Unmapped,NA,C4
SRSF11,Unmapped,NA,C4
COL14A1,Unmapped,NA,C4
CACNG1,Unmapped,NA,C4
PRDX1,Detoxification,GO Slim,C4
PUDP,Metabolism Of Nucleotides,Reactome,C4
CD47,Regulation Of Inflammatory Response,GO:BP,C4
SCRN3,Unmapped,NA,C4
EFEMP1,Unmapped,NA,C4
STX4,Complement,Hallmark,C4
ILF3,Unmapped,NA,C4
COASY,Unmapped,NA,C4
MTAP,Carbohydrate Derivative Catabolic Process,GO:BP,C4
PAK1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
PRDX4,Detoxification,GO Slim,C4
CBX3,Unmapped,NA,C4
PSMD2,Neutrophil Degranulation,Reactome,C4
SELENBP1,Heme Metabolism,Hallmark,C4
SGCG,Unmapped,NA,C4
SNTA1,Unmapped,NA,C4
TMED1,Unmapped,NA,C4
FKBP5,Estrogen Response Late,Hallmark,C4
SQSTM1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
ART3,Unmapped,NA,C4
PIN1,Unmapped,NA,C4
NAE1,Unmapped,NA,C4
STIM1,Platelet Homeostasis,Reactome,C4
AAMP,Unmapped,NA,C4
CACNA1S,Unmapped,NA,C4
BLMH,Response To Toxic Substance,GO:BP,C4
SNTB1,Unmapped,NA,C4
PRKG1,Platelet Homeostasis,Reactome,C4
HNRNPD,Unmapped,NA,C4
DAG1,Unmapped,NA,C4
EIF4A2,Unmapped,NA,C4
GAMT,Unmapped,NA,C4
PRPSAP1,Unmapped,NA,C4
ITIH4,Xenobiotic Metabolism,Hallmark,C4
KARS1,Regulation Of Inflammatory Response,GO:BP,C4
EIF4H,Unmapped,NA,C4
PAFAH1B3,Unmapped,NA,C4
PPP2R5A,Platelet Homeostasis,Reactome,C4
PTGES3,Xenobiotic Metabolism,Hallmark,C4
PTPA,Reactive Oxygen Species Pathway,Hallmark,C4
TMED2,Unmapped,NA,C4
DHCR24,Unmapped,NA,C4
MAPRE2,Unmapped,NA,C4
TSN,Unmapped,NA,C4
TRIP10,Unmapped,NA,C4
MYLK,Unmapped,NA,C4
UBE2V2,Unmapped,NA,C4
ADIRF,Unmapped,NA,C4
ADRM1,Nuclear Events Mediated By Nfe2l2,Reactome,C4
CDC37,Unmapped,NA,C4
SGCB,Unmapped,NA,C4
SGCA,Unmapped,NA,C4
GUK1,Metabolism Of Nucleotides,Reactome,C4
HAGH,Heme Metabolism,Hallmark,C4
PHKG1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
TXNRD1,Detoxification,GO Slim,C4
HIKESHI,Unmapped,NA,C4
DCAF6,Unmapped,NA,C4
TOR1AIP1,Unmapped,NA,C4
GNAS,Regulation Of Inflammatory Response,GO:BP,C4
UBR4,Neutrophil Degranulation,Reactome,C4
MICOS10,Unmapped,NA,C4
PDE4DIP,Unmapped,NA,C4
SYPL2,Unmapped,NA,C4
PTRHD1,Unmapped,NA,C4
RAB12,Unmapped,NA,C4
DENND5A,Unmapped,NA,C4
RCSD1,Unmapped,NA,C4
CAVIN1,Hypoxia,Hallmark,C4
TMEM205,Unmapped,NA,C4
DHRS11,Unmapped,NA,C4
KYAT3,Unmapped,NA,C4
TOM1L2,Unmapped,NA,C4
BZW1,Unmapped,NA,C4
EIF3M,Unmapped,NA,C4
SPRED2,Unmapped,NA,C4
HUWE1,Neutrophil Degranulation,Reactome,C4
PRUNE1,Unmapped,NA,C4
ALYREF,Unmapped,NA,C4
VPS36,Unmapped,NA,C4
CARM1,Cellular Response To Chemical Stress,Reactome,C4
NIT1,Unmapped,NA,C4
SLC44A2,Neutrophil Degranulation,Reactome,C4
MSRB3,Unmapped,NA,C4
ELMOD2,Unmapped,NA,C4
ALDH16A1,Unmapped,NA,C4
ADSS1,Metabolism Of Nucleotides,Reactome,C4
CISD2,Unmapped,NA,C4
JAGN1,Leukocyte Mediated Immunity,GO:BP,C4
EMC1,Unmapped,NA,C4
PTGR2,Unmapped,NA,C4
ATL2,Unmapped,NA,C4
DEPTOR,Unmapped,NA,C4
LRRC20,Unmapped,NA,C4
NT5C,Carbohydrate Derivative Catabolic Process,GO:BP,C4
NEK7,Heme Metabolism,Hallmark,C4
DTD1,Unmapped,NA,C4
NUP133,Glucose Metabolism,Reactome,C4
PDCD6IP,Unmapped,NA,C4
NUDCD2,Unmapped,NA,C4
IFT81,Unmapped,NA,C4
PSMF1,Unmapped,NA,C4
UBXN4,Unmapped,NA,C4
SGCD,Unmapped,NA,C4
DDX17,Unmapped,NA,C4
CUL5,Unmapped,NA,C4
ATP2A3,Platelet Homeostasis,Reactome,C4
PHKB,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
UBE2F,Unmapped,NA,C4
WBP2,Unmapped,NA,C4
PTER,Unmapped,NA,C4
ZBTB9,Unmapped,NA,C4
DCPS,Unmapped,NA,C4
ISOC1,Unmapped,NA,C4
CCDC124,Unmapped,NA,C4
CMBL,Unmapped,NA,C4
DYNLL2,Unmapped,NA,C4
SCRN2,Unmapped,NA,C4
OTUB1,Unmapped,NA,C4
DCUN1D1,Heme Metabolism,Hallmark,C4
PYURF,Unmapped,NA,C4
ABHD14B,Unmapped,NA,C4
CNDP2,Xenobiotic Metabolism,Hallmark,C4
STAC3,Unmapped,NA,C4
PLIN4,Unmapped,NA,C4
ALKBH3,Unmapped,NA,C4
VPS35,Regulation Of Inflammatory Response,GO:BP,C4
BBS4,Regulation Of Systemic Arterial Blood Pressure,GO:BP,C4
METTL26,Unmapped,NA,C4
PEBP4,Unmapped,NA,C4
PSMB7,Neutrophil Degranulation,Reactome,C4
PSMD1,Neutrophil Degranulation,Reactome,C4
PAFAH2,Platelet Homeostasis,Reactome,C4
PARK7,Detoxification,GO Slim,C4
TSNAX,Unmapped,NA,C4
COPS8,Unmapped,NA,C4
CHP1,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
CPNE1,Neutrophil Degranulation,Reactome,C4
PRMT1,Unmapped,NA,C4
WDR77,Unmapped,NA,C4
TXNDC17,Detoxification,GO Slim,C4
CPPED1,Neutrophil Degranulation,Reactome,C4
MIEN1,Unmapped,NA,C4
LXN,Hypoxia,Hallmark,C4
COPS4,Unmapped,NA,C4
MRI1,Unmapped,NA,C4
ADI1,Metabolic Compound Salvage,GO:BP,C4
TMED9,Unmapped,NA,C4
NT5C1A,Carbohydrate Derivative Catabolic Process,GO:BP,C4
NLN,Monosaccharide Metabolic Process,GO:BP,C4
ASPSCR1,Unmapped,NA,C4
NIBAN1,Unmapped,NA,C4
UBXN6,Unmapped,NA,C4
LNPK,Unmapped,NA,C4
PITHD1,Unmapped,NA,C4
NIF3L1,Unmapped,NA,C4
NT5C3A,Metabolism Of Nucleotides,Reactome,C4
HDHD2,Unmapped,NA,C4
C11orf54,Unmapped,NA,C4
TMX4,Unmapped,NA,C4
MYLK2,Unmapped,NA,C4
SH3BGRL3,Unmapped,NA,C4
PPIL3,Unmapped,NA,C4
C11orf68,Unmapped,NA,C4
RBKS,Metabolism Of Carbohydrates And Carbohydrate Derivatives,Reactome,C4
AAMDC,Unmapped,NA,C4
METTL7A,Unmapped,NA,C4
ARMT1,Unmapped,NA,C4
COPS7B,Unmapped,NA,C4
GLOD4,Unmapped,NA,C4
HHATL,Unmapped,NA,C4
MRPL47,Unmapped,NA,C4
DYNLRB1,Unmapped,NA,C4
PFDN4,Unmapped,NA,C4
NIT2,Neutrophil Degranulation,Reactome,C4
GPHN,Unmapped,NA,C4
MBNL1,Unmapped,NA,C4
AASDHPPT,Unmapped,NA,C4
PHPT1,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
LANCL2,Unmapped,NA,C4
OLA1,Unmapped,NA,C4
DDX19A,Unmapped,NA,C4
SEPTIN11,Unmapped,NA,C4
PNPO,Aldehyde Metabolic Process,GO:BP,C4
CZIB,Unmapped,NA,C4
UGGT1,Unmapped,NA,C4
CLIC5,Unmapped,NA,C4
MYOF,Estrogen Response Late,Hallmark,C4
GMPR2,Metabolism Of Nucleotides,Reactome,C4
IMPACT,Unmapped,NA,C4
EPS15L1,Unmapped,NA,C4
GRHPR,Hypoxia,Hallmark,C4
UBA2,Unmapped,NA,C4
COPS7A,Unmapped,NA,C4
NIPSNAP3A,Unmapped,NA,C4
PCYOX1,Unmapped,NA,C4
DPP7,Neutrophil Degranulation,Reactome,C4
ENOPH1,Metabolic Compound Salvage,GO:BP,C4
EIF2B4,Immune Response Regulating Cell Surface Receptor Signaling Pathway,GO:BP,C4
ATP6V1H,Unmapped,NA,C4
TRMT112,Unmapped,NA,C4
LCMT1,Monosaccharide Metabolic Process,GO:BP,C4
JPT1,Unmapped,NA,C4
CDV3,Unmapped,NA,C4
RAB21,Unmapped,NA,C4
DNPEP,Unmapped,NA,C4
MCTS1,Unmapped,NA,C4
UBQLN1,Unmapped,NA,C4
NDRG2,Xenobiotic Metabolism,Hallmark,C4
SNX6,Regulation Of Inflammatory Response,GO:BP,C4
COPS3,Unmapped,NA,C4
NSFL1C,Unmapped,NA,C4
CHMP2B,Unmapped,NA,C4
PIN4,Unmapped,NA,C4
PLAA,Phospholipid Metabolic Process,GO:BP,C4
MRPS35,Unmapped,NA,C4
SH3GLB1,Phospholipid Metabolic Process,GO:BP,C4
PPIL1,Unmapped,NA,C4
USP15,Complement,Hallmark,C4
TLN2,Unmapped,NA,C4
DTNA,Hypoxia,Hallmark,C4
PPME1,Unmapped,NA,C4
GMPPB,Glycolysis,Hallmark,C4
HEBP2,Neutrophil Degranulation,Reactome,C4
SPCS1,Unmapped,NA,C4
SAR1B,Xenobiotic Metabolism,Hallmark,C4
SESN1,Detoxification,GO Slim,C4
